date,iso,province,city,place_type,cases,deaths
2020-04-26,EC-L,Loja,,province,213,6
2020-04-27,EC-L,Loja,,province,213,6
2020-04-28,EC-L,Loja,,province,213,6
2020-04-29,EC-L,Loja,,province,224,10
2020-04-30,EC-L,Loja,,province,224,10
2020-05-01,EC-L,Loja,,province,251,11
2020-05-02,EC-L,Loja,,province,270,16
2020-05-03,EC-L,Loja,,province,316,16
2020-05-04,EC-L,Loja,,province,316,16
2020-05-05,EC-L,Loja,,province,316,16
2020-05-06,EC-L,Loja,,province,316,16
2020-05-07,EC-L,Loja,,province,274,12
2020-05-08,EC-L,Loja,,province,274,12
2020-05-09,EC-L,Loja,,province,274,12
2020-05-10,EC-L,Loja,,province,274,12
2020-05-11,EC-L,Loja,,province,255,14
2020-05-12,EC-L,Loja,,province,259,14
2020-05-13,EC-L,Loja,,province,259,14
2020-05-14,EC-L,Loja,,province,259,14
2020-05-15,EC-L,Loja,,province,259,14
2020-05-16,EC-L,Loja,,province,296,19
2020-05-17,EC-L,Loja,,province,296,19
2020-05-18,EC-L,Loja,,province,296,19
2020-05-19,EC-L,Loja,,province,309,20
2020-05-20,EC-L,Loja,,province,309,20
2020-05-21,EC-L,Loja,,province,322,20
2020-05-22,EC-L,Loja,,province,324,20
2020-05-23,EC-L,Loja,,province,324,20
2020-05-24,EC-L,Loja,,province,324,20
2020-05-25,EC-L,Loja,,province,334,20
2020-05-26,EC-L,Loja,,province,334,20
2020-05-27,EC-L,Loja,,province,334,20
2020-05-28,EC-L,Loja,,province,334,20
2020-05-29,EC-L,Loja,,province,355,21
2020-05-30,EC-L,Loja,,province,355,21
2020-05-31,EC-L,Loja,,province,355,21
2020-06-01,EC-L,Loja,,province,355,21
2020-06-02,EC-L,Loja,,province,355,21
2020-06-03,EC-L,Loja,,province,455,26
2020-06-04,EC-L,Loja,,province,455,26
2020-06-05,EC-L,Loja,,province,455,26
2020-06-06,EC-L,Loja,,province,455,26
2020-06-07,EC-L,Loja,,province,455,26
2020-06-08,EC-L,Loja,,province,455,26
2020-06-09,EC-L,Loja,,province,455,26
2020-06-10,EC-L,Loja,,province,455,26
2020-06-11,EC-L,Loja,,province,513,29
2020-06-12,EC-L,Loja,,province,513,29
2020-06-13,EC-L,Loja,,province,513,29
2020-06-14,EC-L,Loja,,province,513,29
2020-06-15,EC-L,Loja,,province,513,29
2020-06-16,EC-L,Loja,,province,513,29
2020-06-17,EC-L,Loja,,province,513,29
2020-06-18,EC-L,Loja,,province,513,29
2020-06-19,EC-L,Loja,,province,513,29
2020-06-20,EC-L,Loja,,province,513,29
2020-06-21,EC-L,Loja,,province,513,29
2020-06-22,EC-L,Loja,,province,513,29
2020-06-23,EC-L,Loja,,province,513,29
2020-06-24,EC-L,Loja,,province,513,29
2020-06-25,EC-L,Loja,,province,513,29
2020-06-26,EC-L,Loja,,province,513,29
2020-06-27,EC-L,Loja,,province,513,29
2020-06-28,EC-L,Loja,,province,513,29
2020-06-29,EC-L,Loja,,province,513,29
2020-06-30,EC-L,Loja,,province,513,29
2020-07-01,EC-L,Loja,,province,882,45
2020-07-02,EC-L,Loja,,province,882,45
2020-07-03,EC-L,Loja,,province,1046,46
2020-07-04,EC-L,Loja,,province,1046,46
2020-07-05,EC-L,Loja,,province,1046,46
2020-07-06,EC-L,Loja,,province,1046,46
2020-07-07,EC-L,Loja,,province,1046,46
2020-07-08,EC-L,Loja,,province,1046,46
2020-07-09,EC-L,Loja,,province,1046,46
2020-07-10,EC-L,Loja,,province,1046,46
2020-07-11,EC-L,Loja,,province,1046,46
2020-07-12,EC-L,Loja,,province,1046,46
2020-07-13,EC-L,Loja,,province,1393,55
2020-07-14,EC-L,Loja,,province,1393,55
2020-07-15,EC-L,Loja,,province,1450,56
2020-07-16,EC-L,Loja,,province,1450,56
2020-07-17,EC-L,Loja,,province,1450,56
2020-07-18,EC-L,Loja,,province,1450,56
2020-07-19,EC-L,Loja,,province,1450,56
2020-07-20,EC-L,Loja,,province,1740,60
2020-07-21,EC-L,Loja,,province,1842,63
2020-07-22,EC-L,Loja,,province,1896,64
2020-07-23,EC-L,Loja,,province,1955,65
2020-07-24,EC-L,Loja,,province,1955,65
2020-07-25,EC-L,Loja,,province,1991,65
2020-07-26,EC-L,Loja,,province,1991,65
2020-07-27,EC-L,Loja,,province,2216,67
2020-07-28,EC-L,Loja,,province,2216,67
2020-07-29,EC-L,Loja,,province,2328,72
2020-07-30,EC-L,Loja,,province,2328,72
2020-07-31,EC-L,Loja,,province,2503,80
2020-08-01,EC-L,Loja,,province,2553,81
2020-08-02,EC-L,Loja,,province,2553,81
2020-08-03,EC-L,Loja,,province,2553,81
2020-08-04,EC-L,Loja,,province,2553,81
2020-08-05,EC-L,Loja,,province,2553,81
2020-08-06,EC-L,Loja,,province,2553,81
2020-08-07,EC-L,Loja,,province,2553,81
2020-08-08,EC-L,Loja,,province,2553,81
2020-08-09,EC-L,Loja,,province,2553,81
2020-08-10,EC-L,Loja,,province,2553,81
2020-08-11,EC-L,Loja,,province,2553,81
