date,iso,province,city,place_type,cases,deaths
2020-04-29,UNK,Área no determinada (Rapid Test),,unknown,8530,0
2020-04-30,UNK,Área no determinada (Rapid Test),,unknown,8530,0
2020-05-01,UNK,Área no determinada (Rapid Test),,unknown,8530,0
2020-05-02,UNK,Área no determinada (Rapid Test),,unknown,8601,0
2020-05-03,UNK,Área no determinada (Rapid Test),,unknown,8601,0
2020-05-04,UNK,Área no determinada (Rapid Test),,unknown,8601,0
2020-05-05,UNK,Área no determinada (Rapid Test),,unknown,8601,0
2020-05-06,UNK,Área no determinada (Rapid Test),,unknown,8601,0
2020-05-07,UNK,Área no determinada (Rapid Test),,unknown,8937,0
2020-05-08,UNK,Área no determinada (Rapid Test),,unknown,8937,0
2020-05-09,UNK,Área no determinada (Rapid Test),,unknown,8937,0
2020-05-10,UNK,Área no determinada (Rapid Test),,unknown,8937,0
2020-05-11,UNK,Área no determinada (Rapid Test),,unknown,8937,0
2020-05-12,UNK,Área no determinada (Rapid Test),,unknown,8937,0
2020-05-13,UNK,Área no determinada (Rapid Test),,unknown,8937,0
2020-05-14,UNK,Área no determinada (Rapid Test),,unknown,8937,0
2020-05-15,UNK,Área no determinada (Rapid Test),,unknown,8937,0
2020-05-16,UNK,Área no determinada (Rapid Test),,unknown,8937,0
2020-05-17,UNK,Área no determinada (Rapid Test),,unknown,8937,0
2020-05-18,UNK,Área no determinada (Rapid Test),,unknown,8937,0
2020-05-19,UNK,Área no determinada (Rapid Test),,unknown,8956,0
2020-05-20,UNK,Área no determinada (Rapid Test),,unknown,8956,0
2020-05-21,UNK,Área no determinada (Rapid Test),,unknown,8956,0
2020-05-22,UNK,Área no determinada (Rapid Test),,unknown,8956,0
2020-05-23,UNK,Área no determinada (Rapid Test),,unknown,8956,0
2020-05-24,UNK,Área no determinada (Rapid Test),,unknown,8956,0
2020-05-25,UNK,Área no determinada (Rapid Test),,unknown,8956,0
2020-05-26,UNK,Área no determinada (Rapid Test),,unknown,8956,0
2020-05-27,UNK,Área no determinada (Rapid Test),,unknown,8956,0
2020-05-28,UNK,Área no determinada (Rapid Test),,unknown,8956,0
2020-05-29,UNK,Área no determinada (Rapid Test),,unknown,8956,0
2020-05-30,UNK,Área no determinada (Rapid Test),,unknown,8956,0
