date,iso,province,city,place_type,cases,deaths
2020-04-26,EC-F,Cañar,,province,269,9
2020-04-27,EC-F,Cañar,,province,269,9
2020-04-28,EC-F,Cañar,,province,269,9
2020-04-29,EC-F,Cañar,,province,288,9
2020-04-30,EC-F,Cañar,,province,288,9
2020-05-01,EC-F,Cañar,,province,312,9
2020-05-02,EC-F,Cañar,,province,328,10
2020-05-03,EC-F,Cañar,,province,377,10
2020-05-04,EC-F,Cañar,,province,377,10
2020-05-05,EC-F,Cañar,,province,377,10
2020-05-06,EC-F,Cañar,,province,377,10
2020-05-07,EC-F,Cañar,,province,349,13
2020-05-08,EC-F,Cañar,,province,349,13
2020-05-09,EC-F,Cañar,,province,349,13
