date,iso,province,city,place_type,cases,deaths
2020-04-26,EC-SD,Santo Domingo de los Tsáchilas,,province,197,14
2020-04-27,EC-SD,Santo Domingo de los Tsáchilas,,province,197,14
2020-04-28,EC-SD,Santo Domingo de los Tsáchilas,,province,197,14
2020-04-29,EC-SD,Santo Domingo de los Tsáchilas,,province,180,20
2020-04-30,EC-SD,Santo Domingo de los Tsáchilas,,province,180,20
2020-05-01,EC-SD,Santo Domingo de los Tsáchilas,,province,244,23
2020-05-02,EC-SD,Santo Domingo de los Tsáchilas,,province,285,34
2020-05-03,EC-SD,Santo Domingo de los Tsáchilas,,province,324,35
2020-05-04,EC-SD,Santo Domingo de los Tsáchilas,,province,324,35
2020-05-05,EC-SD,Santo Domingo de los Tsáchilas,,province,324,35
2020-05-06,EC-SD,Santo Domingo de los Tsáchilas,,province,324,35
2020-05-07,EC-SD,Santo Domingo de los Tsáchilas,,province,332,37
2020-05-08,EC-SD,Santo Domingo de los Tsáchilas,,province,332,37
2020-05-09,EC-SD,Santo Domingo de los Tsáchilas,,province,332,37
2020-05-10,EC-SD,Santo Domingo de los Tsáchilas,,province,332,37
2020-05-11,EC-SD,Santo Domingo de los Tsáchilas,,province,385,43
2020-05-12,EC-SD,Santo Domingo de los Tsáchilas,,province,488,48
2020-05-13,EC-SD,Santo Domingo de los Tsáchilas,,province,488,48
2020-05-14,EC-SD,Santo Domingo de los Tsáchilas,,province,488,48
2020-05-15,EC-SD,Santo Domingo de los Tsáchilas,,province,488,48
2020-05-16,EC-SD,Santo Domingo de los Tsáchilas,,province,558,52
2020-05-17,EC-SD,Santo Domingo de los Tsáchilas,,province,558,52
2020-05-18,EC-SD,Santo Domingo de los Tsáchilas,,province,558,52
2020-05-19,EC-SD,Santo Domingo de los Tsáchilas,,province,626,55
2020-05-20,EC-SD,Santo Domingo de los Tsáchilas,,province,626,55
2020-05-21,EC-SD,Santo Domingo de los Tsáchilas,,province,656,55
2020-05-22,EC-SD,Santo Domingo de los Tsáchilas,,province,745,58
2020-05-23,EC-SD,Santo Domingo de los Tsáchilas,,province,745,58
2020-05-24,EC-SD,Santo Domingo de los Tsáchilas,,province,745,58
2020-05-25,EC-SD,Santo Domingo de los Tsáchilas,,province,800,63
2020-05-26,EC-SD,Santo Domingo de los Tsáchilas,,province,800,63
2020-05-27,EC-SD,Santo Domingo de los Tsáchilas,,province,800,63
2020-05-28,EC-SD,Santo Domingo de los Tsáchilas,,province,800,63
2020-05-29,EC-SD,Santo Domingo de los Tsáchilas,,province,944,73
2020-05-30,EC-SD,Santo Domingo de los Tsáchilas,,province,944,73
2020-05-31,EC-SD,Santo Domingo de los Tsáchilas,,province,944,73
2020-06-01,EC-SD,Santo Domingo de los Tsáchilas,,province,944,73
2020-06-02,EC-SD,Santo Domingo de los Tsáchilas,,province,944,73
2020-06-03,EC-SD,Santo Domingo de los Tsáchilas,,province,1138,78
