date,region_iso,region,province,city,place_type,cases,deaths,recovered
2020-03-03,CABA,Ciudad Autónoma de Buenos Aires,,,provincia,0,0,0
2020-03-04,CABA,Ciudad Autónoma de Buenos Aires,,,provincia,0,0,0
2020-03-05,CABA,Ciudad Autónoma de Buenos Aires,,,provincia,1,0,0
2020-03-06,CABA,Ciudad Autónoma de Buenos Aires,,,provincia,5,0,0
2020-03-07,CABA,Ciudad Autónoma de Buenos Aires,,,provincia,6,1,0
2020-03-08,CABA,Ciudad Autónoma de Buenos Aires,,,provincia,8,1,0
2020-03-09,CABA,Ciudad Autónoma de Buenos Aires,,,provincia,9,1,0
2020-03-10,CABA,Ciudad Autónoma de Buenos Aires,,,provincia,10,1,0
2020-03-11,CABA,Ciudad Autónoma de Buenos Aires,,,provincia,11,1,0
2020-03-12,CABA,Ciudad Autónoma de Buenos Aires,,,provincia,14,1,1
2020-03-13,CABA,Ciudad Autónoma de Buenos Aires,,,provincia,16,1,1
2020-03-14,CABA,Ciudad Autónoma de Buenos Aires,,,provincia,23,1,3
2020-03-15,CABA,Ciudad Autónoma de Buenos Aires,,,provincia,29,1,3
2020-03-16,CABA,Ciudad Autónoma de Buenos Aires,,,provincia,34,1,11
2020-03-17,CABA,Ciudad Autónoma de Buenos Aires,,,provincia,38,1,15
2020-03-18,CABA,Ciudad Autónoma de Buenos Aires,,,provincia,48,2,15
2020-03-19,CABA,Ciudad Autónoma de Buenos Aires,,,provincia,56,2,21
2020-03-20,CABA,Ciudad Autónoma de Buenos Aires,,,provincia,65,2,25
2020-03-21,CABA,Ciudad Autónoma de Buenos Aires,,,provincia,94,2,27
2020-03-22,CABA,Ciudad Autónoma de Buenos Aires,,,provincia,106,2,38
2020-03-23,CABA,Ciudad Autónoma de Buenos Aires,,,provincia,117,2,43
2020-03-24,CABA,Ciudad Autónoma de Buenos Aires,,,provincia,146,2,53
2020-03-25,CABA,Ciudad Autónoma de Buenos Aires,,,provincia,167,3,53
2020-03-26,CABA,Ciudad Autónoma de Buenos Aires,,,provincia,197,4,53
2020-03-27,CABA,Ciudad Autónoma de Buenos Aires,,,provincia,227,5,53
2020-03-28,CABA,Ciudad Autónoma de Buenos Aires,,,provincia,245,6,53
2020-03-29,CABA,Ciudad Autónoma de Buenos Aires,,,provincia,258,6,53
2020-03-30,CABA,Ciudad Autónoma de Buenos Aires,,,provincia,292,6,53
2020-03-31,CABA,Ciudad Autónoma de Buenos Aires,,,provincia,311,6,54
2020-04-01,CABA,Ciudad Autónoma de Buenos Aires,,,provincia,321,8,57
2020-04-02,CABA,Ciudad Autónoma de Buenos Aires,,,provincia,345,8,57
2020-04-03,CABA,Ciudad Autónoma de Buenos Aires,,,provincia,373,8,57
2020-04-04,CABA,Ciudad Autónoma de Buenos Aires,,,provincia,407,9,57
2020-04-05,CABA,Ciudad Autónoma de Buenos Aires,,,provincia,439,9,57
2020-04-06,CABA,Ciudad Autónoma de Buenos Aires,,,provincia,456,13,57
2020-04-07,CABA,Ciudad Autónoma de Buenos Aires,,,provincia,480,15,57
2020-04-08,CABA,Ciudad Autónoma de Buenos Aires,,,provincia,498,17,57
2020-04-09,CABA,Ciudad Autónoma de Buenos Aires,,,provincia,521,22,57
2020-04-10,CABA,Ciudad Autónoma de Buenos Aires,,,provincia,532,23,57
2020-04-11,CABA,Ciudad Autónoma de Buenos Aires,,,provincia,578,26,57
2020-04-12,CABA,Ciudad Autónoma de Buenos Aires,,,provincia,618,33,117
2020-04-14,CABA,Ciudad Autónoma de Buenos Aires,,,provincia,648,36,301
2020-04-16,CABA,Ciudad Autónoma de Buenos Aires,,,provincia,677,39,310
2020-04-18,CABA,Ciudad Autónoma de Buenos Aires,,,provincia,728,41,313
