date,region_iso,region,province,city,place_type,cases,deaths,recovered
2020-03-03,SA,Salta,,,provincia,0,0,0
2020-03-04,SA,Salta,,,provincia,0,0,0
2020-03-05,SA,Salta,,,provincia,0,0,0
2020-03-06,SA,Salta,,,provincia,0,0,0
2020-03-07,SA,Salta,,,provincia,0,0,0
2020-03-08,SA,Salta,,,provincia,0,0,0
2020-03-09,SA,Salta,,,provincia,0,0,0
2020-03-10,SA,Salta,,,provincia,0,0,0
2020-03-11,SA,Salta,,,provincia,0,0,0
2020-03-12,SA,Salta,,,provincia,0,0,0
2020-03-13,SA,Salta,,,provincia,0,0,0
2020-03-14,SA,Salta,,,provincia,0,0,0
2020-03-15,SA,Salta,,,provincia,0,0,0
2020-03-16,SA,Salta,,,provincia,0,0,0
2020-03-17,SA,Salta,,,provincia,1,0,0
2020-03-18,SA,Salta,,,provincia,1,0,0
2020-03-19,SA,Salta,,,provincia,1,0,0
2020-03-20,SA,Salta,,,provincia,1,0,0
2020-03-21,SA,Salta,,,provincia,1,0,0
2020-03-22,SA,Salta,,,provincia,1,0,0
2020-03-23,SA,Salta,,,provincia,1,0,0
2020-03-24,SA,Salta,,,provincia,1,0,0
2020-03-25,SA,Salta,,,provincia,1,0,0
2020-03-26,SA,Salta,,,provincia,1,0,0
2020-03-27,SA,Salta,,,provincia,1,0,0
2020-03-28,SA,Salta,,,provincia,1,0,0
2020-03-29,SA,Salta,,,provincia,1,0,0
2020-03-30,SA,Salta,,,provincia,1,0,0
2020-03-31,SA,Salta,,,provincia,1,0,0
2020-04-01,SA,Salta,,,provincia,3,0,0
2020-04-02,SA,Salta,,,provincia,3,0,0
2020-04-03,SA,Salta,,,provincia,3,0,0
2020-04-04,SA,Salta,,,provincia,3,0,0
2020-04-05,SA,Salta,,,provincia,3,0,0
2020-04-06,SA,Salta,,,provincia,3,0,0
2020-04-07,SA,Salta,,,provincia,3,0,0
2020-04-08,SA,Salta,,,provincia,3,0,0
2020-04-09,SA,Salta,,,provincia,3,0,0
2020-04-10,SA,Salta,,,provincia,3,0,0
2020-04-11,SA,Salta,,,provincia,3,0,0
2020-04-12,SA,Salta,,,provincia,3,0,0
2020-04-14,SA,Salta,,,provincia,4,0,0
2020-04-16,SA,Salta,,,provincia,3,0,0
2020-04-18,SA,Salta,,,provincia,3,0,0
2020-04-22,SA,Salta,,,provincia,3,0,0
2020-05-03,SA,Salta,,,provincia,4,0,3
2020-05-07,SA,Salta,,,provincia,4,0,3
2020-05-09,SA,Salta,,,provincia,4,0,3
2020-05-11,SA,Salta,,,provincia,4,0,3
2020-05-12,SA,Salta,,,provincia,5,0,3
2020-05-15,SA,Salta,,,provincia,5,0,3
2020-05-19,SA,Salta,,,provincia,5,0,3
2020-05-22,SA,Salta,,,provincia,7,0,3
2020-05-25,SA,Salta,,,provincia,7,0,3
2020-05-30,SA,Salta,,,provincia,8,0,3
2020-06-01,SA,Salta,,,provincia,11,0,3
2020-06-02,SA,Salta,,,provincia,15,0,3
2020-06-07,SA,Salta,,,provincia,16,0,3
2020-06-10,SA,Salta,,,provincia,19,0,3
2020-06-11,SA,Salta,,,provincia,17,0,3
2020-06-12,SA,Salta,,,provincia,17,0,3
2020-06-13,SA,Salta,,,provincia,19,0,3
2020-06-14,SA,Salta,,,provincia,21,0,3
2020-06-15,SA,Salta,,,provincia,21,0,3
2020-06-16,SA,Salta,,,provincia,21,0,3
2020-06-17,SA,Salta,,,provincia,21,0,3
2020-06-18,SA,Salta,,,provincia,21,0,3
2020-06-19,SA,Salta,,,provincia,21,0,3
2020-06-20,SA,Salta,,,provincia,21,0,3
2020-06-21,SA,Salta,,,provincia,21,0,3
2020-06-22,SA,Salta,,,provincia,22,0,3
2020-06-23,SA,Salta,,,provincia,22,0,3
2020-06-24,SA,Salta,,,provincia,25,0,3
2020-06-25,SA,Salta,,,provincia,25,0,3
2020-06-26,SA,Salta,,,provincia,25,0,3
2020-06-27,SA,Salta,,,provincia,27,0,3
2020-06-28,SA,Salta,,,provincia,27,0,3
2020-06-29,SA,Salta,,,provincia,30,0,3
2020-06-30,SA,Salta,,,provincia,31,0,3
2020-07-01,SA,Salta,,,provincia,33,0,3
2020-07-02,SA,Salta,,,provincia,33,0,3
2020-07-03,SA,Salta,,,provincia,41,0,3
2020-07-04,SA,Salta,,,provincia,57,0,3
2020-07-05,SA,Salta,,,provincia,59,0,3
2020-07-06,SA,Salta,,,provincia,61,1,3
2020-07-07,SA,Salta,,,provincia,69,1,3
2020-07-08,SA,Salta,,,provincia,75,1,3
2020-07-09,SA,Salta,,,provincia,84,2,3
2020-07-10,SA,Salta,,,provincia,86,2,3
2020-07-11,SA,Salta,,,provincia,107,2,3
2020-07-12,SA,Salta,,,provincia,109,2,3
2020-07-13,SA,Salta,,,provincia,117,2,3
2020-07-14,SA,Salta,,,provincia,126,2,3
2020-07-15,SA,Salta,,,provincia,128,2,3
2020-07-16,SA,Salta,,,provincia,145,2,3
2020-07-17,SA,Salta,,,provincia,140,2,3
2020-07-18,SA,Salta,,,provincia,147,2,3
2020-07-19,SA,Salta,,,provincia,171,2,3
2020-07-20,SA,Salta,,,provincia,172,2,3
2020-07-21,SA,Salta,,,provincia,177,2,3
2020-07-22,SA,Salta,,,provincia,196,2,3
2020-07-23,SA,Salta,,,provincia,197,2,3
2020-07-24,SA,Salta,,,provincia,210,2,3
2020-07-25,SA,Salta,,,provincia,239,2,3
2020-07-26,SA,Salta,,,provincia,239,2,3
2020-07-27,SA,Salta,,,provincia,224,2,3
2020-07-28,SA,Salta,,,provincia,232,2,3
2020-07-29,SA,Salta,,,provincia,241,2,3
2020-07-30,SA,Salta,,,provincia,252,2,3
2020-07-31,SA,Salta,,,provincia,259,2,3
2020-08-01,SA,Salta,,,provincia,281,2,3
2020-08-02,SA,Salta,,,provincia,298,2,3
2020-08-03,SA,Salta,,,provincia,299,2,3
2020-08-04,SA,Salta,,,provincia,341,2,3
2020-08-05,SA,Salta,,,provincia,375,2,3
2020-08-06,SA,Salta,,,provincia,417,4,3
2020-08-07,SA,Salta,,,provincia,471,6,3
2020-08-08,SA,Salta,,,provincia,539,6,3
