date,iso,region,city,place_type,cases,deaths,recovered
2020-04-26,UY-RN,Río Negro,,departamento,9,,4
2020-04-27,UY-RN,Río Negro,,departamento,9,,5
2020-04-28,UY-RN,Río Negro,,departamento,9,,7
2020-04-29,UY-RN,Río Negro,,departamento,9,,8
2020-05-03,UY-RN,Río Negro,,departamento,9,,8
2020-05-04,UY-RN,Río Negro,,departamento,9,,8
2020-05-05,UY-RN,Río Negro,,departamento,9,,8
2020-05-06,UY-RN,Río Negro,,departamento,9,,8
2020-05-07,UY-RN,Río Negro,,departamento,9,,8
2020-05-08,UY-RN,Río Negro,,departamento,9,,8
2020-05-09,UY-RN,Río Negro,,departamento,9,,8
2020-05-10,UY-RN,Río Negro,,departamento,9,,8
2020-05-11,UY-RN,Río Negro,,departamento,9,,8
2020-05-12,UY-RN,Río Negro,,departamento,9,,8
