date,iso,region,city,place_type,cases,deaths,recovered
2020-04-26,UY-SA,Salto,,departamento,12,,10
2020-04-27,UY-SA,Salto,,departamento,12,,10
2020-04-28,UY-SA,Salto,,departamento,12,,10
2020-04-29,UY-SA,Salto,,departamento,12,,10
2020-04-30,UY-SA,Salto,,departamento,12,,10
2020-05-03,UY-SA,Salto,,departamento,12,,12
2020-05-04,UY-SA,Salto,,departamento,12,,12
2020-05-05,UY-SA,Salto,,departamento,12,,12
2020-05-06,UY-SA,Salto,,departamento,12,,12
2020-05-07,UY-SA,Salto,,departamento,12,,12
2020-05-08,UY-SA,Salto,,departamento,12,,12
2020-05-09,UY-SA,Salto,,departamento,12,,12
2020-05-10,UY-SA,Salto,,departamento,12,,12
2020-05-11,UY-SA,Salto,,departamento,12,,12
2020-05-12,UY-SA,Salto,,departamento,12,,12
2020-05-13,UY-SA,Salto,,departamento,12,,12
2020-05-14,UY-SA,Salto,,departamento,12,,12
2020-05-15,UY-SA,Salto,,departamento,12,,12
2020-05-16,UY-SA,Salto,,departamento,12,,12
2020-05-17,UY-SA,Salto,,departamento,12,,12
2020-05-18,UY-SA,Salto,,departamento,12,,12
2020-05-19,UY-SA,Salto,,departamento,12,,12
2020-05-20,UY-SA,Salto,,departamento,12,,12
2020-05-21,UY-SA,Salto,,departamento,12,,12
2020-05-22,UY-SA,Salto,,departamento,12,,12
2020-05-23,UY-SA,Salto,,departamento,12,,12
2020-05-24,UY-SA,Salto,,departamento,12,,12
2020-05-25,UY-SA,Salto,,departamento,12,,12
2020-05-26,UY-SA,Salto,,departamento,12,,12
2020-05-27,UY-SA,Salto,,departamento,12,,12
2020-05-28,UY-SA,Salto,,departamento,12,,12
2020-05-29,UY-SA,Salto,,departamento,12,,12
2020-05-30,UY-SA,Salto,,departamento,13,,12
2020-05-31,UY-SA,Salto,,departamento,13,,12
2020-06-01,UY-SA,Salto,,departamento,13,,12
2020-06-02,UY-SA,Salto,,departamento,13,,12
2020-06-03,UY-SA,Salto,,departamento,13,,12
