date,iso,region,city,place_type,cases,deaths,recovered
2020-04-26,UY-PA,Paysandú,,departamento,1,,1
2020-04-27,UY-PA,Paysandú,,departamento,1,,1
2020-04-28,UY-PA,Paysandú,,departamento,1,,1
2020-04-29,UY-PA,Paysandú,,departamento,1,,1
2020-05-03,UY-PA,Paysandú,,departamento,1,,1
2020-05-04,UY-PA,Paysandú,,departamento,1,,1
2020-05-05,UY-PA,Paysandú,,departamento,1,,1
2020-05-06,UY-PA,Paysandú,,departamento,1,,1
2020-05-07,UY-PA,Paysandú,,departamento,1,,1
2020-05-08,UY-PA,Paysandú,,departamento,1,,1
