date,iso,region,city,place_type,cases,deaths,recovered
2020-04-26,UY-CA,Canelones,,departamento,84,2,63
2020-04-27,UY-CA,Canelones,,departamento,84,2,63
2020-04-28,UY-CA,Canelones,,departamento,85,2,64
2020-04-29,UY-CA,Canelones,,departamento,85,2,66
2020-04-30,UY-CA,Canelones,,departamento,85,2,66
2020-05-03,UY-CA,Canelones,,departamento,89,2,72
2020-05-04,UY-CA,Canelones,,departamento,89,2,72
2020-05-05,UY-CA,Canelones,,departamento,91,2,72
2020-05-06,UY-CA,Canelones,,departamento,94,2,74
2020-05-07,UY-CA,Canelones,,departamento,95,2,75
2020-05-08,UY-CA,Canelones,,departamento,97,2,77
2020-05-09,UY-CA,Canelones,,departamento,97,2,77
2020-05-10,UY-CA,Canelones,,departamento,98,2,78
2020-05-11,UY-CA,Canelones,,departamento,99,2,78
2020-05-12,UY-CA,Canelones,,departamento,101,2,79
2020-05-13,UY-CA,Canelones,,departamento,101,2,81
2020-05-14,UY-CA,Canelones,,departamento,101,2,84
