date,iso,region,city,place_type,cases,deaths,recovered
2020-04-26,CO-CHO,Chocó,,departamento,10,0,0
2020-04-27,CO-CHO,Chocó,,departamento,11,1,0
2020-04-28,CO-CHO,Chocó,,departamento,11,1,0
2020-04-29,CO-CHO,Chocó,,departamento,12,1,1
2020-04-30,CO-CHO,Chocó,,departamento,13,1,2
2020-05-01,CO-CHO,Chocó,,departamento,13,1,2
2020-05-02,CO-CHO,Chocó,,departamento,13,1,2
2020-05-03,CO-CHO,Chocó,,departamento,15,1,2
2020-05-04,CO-CHO,Chocó,,departamento,15,1,2
2020-05-05,CO-CHO,Chocó,,departamento,23,2,3
2020-05-06,CO-CHO,Chocó,,departamento,24,3,3
2020-05-07,CO-CHO,Chocó,,departamento,27,3,3
2020-05-08,CO-CHO,Chocó,,departamento,27,3,3
2020-05-09,CO-CHO,Chocó,,departamento,27,3,3
2020-05-10,CO-CHO,Chocó,,departamento,27,3,3
2020-05-11,CO-CHO,Chocó,,departamento,28,3,3
2020-05-12,CO-CHO,Chocó,,departamento,28,3,3
2020-05-13,CO-CHO,Chocó,,departamento,35,3,3
2020-05-14,CO-CHO,Chocó,,departamento,40,3,3
2020-05-15,CO-CHO,Chocó,,departamento,40,3,3
2020-05-16,CO-CHO,Chocó,,departamento,42,3,8
2020-05-17,CO-CHO,Chocó,,departamento,42,3,8
2020-05-18,CO-CHO,Chocó,,departamento,43,3,8
2020-05-19,CO-CHO,Chocó,,departamento,43,3,8
2020-05-20,CO-CHO,Chocó,,departamento,73,4,12
2020-05-21,CO-CHO,Chocó,,departamento,80,4,12
2020-05-22,CO-CHO,Chocó,,departamento,80,4,12
2020-05-23,CO-CHO,Chocó,,departamento,82,4,12
2020-05-24,CO-CHO,Chocó,,departamento,84,4,12
2020-05-25,CO-CHO,Chocó,,departamento,93,4,12
2020-05-26,CO-CHO,Chocó,,departamento,109,4,12
2020-05-27,CO-CHO,Chocó,,departamento,121,4,14
2020-05-28,CO-CHO,Chocó,,departamento,154,4,14
2020-05-29,CO-CHO,Chocó,,departamento,196,4,18
2020-05-30,CO-CHO,Chocó,,departamento,196,4,18
2020-05-31,CO-CHO,Chocó,,departamento,219,6,24
2020-06-01,CO-CHO,Chocó,,departamento,226,7,26
2020-06-02,CO-CHO,Chocó,,departamento,227,7,31
2020-06-03,CO-CHO,Chocó,,departamento,295,8,47
2020-06-04,CO-CHO,Chocó,,departamento,295,9,47
2020-06-05,CO-CHO,Chocó,,departamento,335,9,47
2020-06-06,CO-CHO,Chocó,,departamento,395,9,53
2020-06-07,CO-CHO,Chocó,,departamento,396,9,68
2020-06-08,CO-CHO,Chocó,,departamento,472,10,73
2020-06-09,CO-CHO,Chocó,,departamento,472,10,73
2020-06-10,CO-CHO,Chocó,,departamento,488,11,92
2020-06-11,CO-CHO,Chocó,,departamento,556,11,95
2020-06-12,CO-CHO,Chocó,,departamento,556,11,95
2020-06-13,CO-CHO,Chocó,,departamento,582,15,125
2020-06-14,CO-CHO,Chocó,,departamento,680,17,137
2020-06-15,CO-CHO,Chocó,,departamento,694,20,139
2020-06-16,CO-CHO,Chocó,,departamento,715,20,139
2020-06-17,CO-CHO,Chocó,,departamento,823,21,173
2020-06-18,CO-CHO,Chocó,,departamento,841,23,167
2020-06-19,CO-CHO,Chocó,,departamento,921,26,176
2020-06-20,CO-CHO,Chocó,,departamento,952,26,197
2020-06-21,CO-CHO,Chocó,,departamento,971,29,214
2020-06-22,CO-CHO,Chocó,,departamento,982,31,234
2020-06-23,CO-CHO,Chocó,,departamento,1010,31,251
2020-06-24,CO-CHO,Chocó,,departamento,1030,32,271
2020-06-25,CO-CHO,Chocó,,departamento,1148,32,305
2020-06-26,CO-CHO,Chocó,,departamento,1234,35,333
2020-06-27,CO-CHO,Chocó,,departamento,1321,35,365
2020-06-28,CO-CHO,Chocó,,departamento,1391,38,399
2020-06-29,CO-CHO,Chocó,,departamento,1421,41,412
2020-06-30,CO-CHO,Chocó,,departamento,1421,41,412
2020-07-01,CO-CHO,Chocó,,departamento,1544,46,547
2020-07-02,CO-CHO,Chocó,,departamento,1682,47,586
2020-07-03,CO-CHO,Chocó,,departamento,1740,51,609
2020-07-04,CO-CHO,Chocó,,departamento,1754,53,614
2020-07-05,CO-CHO,Chocó,,departamento,1833,53,630
2020-07-06,CO-CHO,Chocó,,departamento,1869,55,661
2020-07-07,CO-CHO,Chocó,,departamento,1980,57,707
2020-07-08,CO-CHO,Chocó,,departamento,2002,60,736
2020-07-09,CO-CHO,Chocó,,departamento,2033,62,802
2020-07-10,CO-CHO,Chocó,,departamento,2079,63,850
2020-07-11,CO-CHO,Chocó,,departamento,2126,65,896
2020-07-12,CO-CHO,Chocó,,departamento,2176,66,964
2020-07-13,CO-CHO,Chocó,,departamento,2197,71,992
2020-07-14,CO-CHO,Chocó,,departamento,2207,72,1048
2020-07-15,CO-CHO,Chocó,,departamento,2280,76,1095
2020-07-16,CO-CHO,Chocó,,departamento,2306,79,1145
2020-07-17,CO-CHO,Chocó,,departamento,2390,79,1215
2020-07-18,CO-CHO,Chocó,,departamento,2432,80,1305
2020-07-19,CO-CHO,Chocó,,departamento,2471,80,1387
2020-07-20,CO-CHO,Chocó,,departamento,2498,81,1458
2020-07-21,CO-CHO,Chocó,,departamento,2561,82,1534
2020-07-22,CO-CHO,Chocó,,departamento,2561,82,1567
2020-07-23,CO-CHO,Chocó,,departamento,2713,83,1594
2020-07-24,CO-CHO,Chocó,,departamento,2761,83,1681
2020-07-25,CO-CHO,Chocó,,departamento,2787,86,1749
2020-07-26,CO-CHO,Chocó,,departamento,2802,89,1800
2020-07-27,CO-CHO,Chocó,,departamento,2820,92,1867
2020-07-28,CO-CHO,Chocó,,departamento,2861,95,1925
2020-07-29,CO-CHO,Chocó,,departamento,2916,95,1969
2020-07-30,CO-CHO,Chocó,,departamento,2931,100,2046
2020-07-31,CO-CHO,Chocó,,departamento,2967,102,2094
2020-08-01,CO-CHO,Chocó,,departamento,3000,102,2146
2020-08-02,CO-CHO,Chocó,,departamento,3021,102,2198
2020-08-03,CO-CHO,Chocó,,departamento,3055,104,2218
2020-08-04,CO-CHO,Chocó,,departamento,3069,105,2269
2020-08-05,CO-CHO,Chocó,,departamento,3098,106,2338
2020-08-06,CO-CHO,Chocó,,departamento,3103,108,2399
2020-08-07,CO-CHO,Chocó,,departamento,3125,111,2427
2020-08-08,CO-CHO,Chocó,,departamento,3152,114,2446
2020-08-09,CO-CHO,Chocó,,departamento,3168,114,2484
2020-08-10,CO-CHO,Chocó,,departamento,3197,114,2538
2020-08-11,CO-CHO,Chocó,,departamento,3265,119,2624
2020-08-12,CO-CHO,Chocó,,departamento,3326,120,2647
2020-08-13,CO-CHO,Chocó,,departamento,3404,121,2658
2020-08-14,CO-CHO,Chocó,,departamento,3429,121,2680
2020-08-15,CO-CHO,Chocó,,departamento,3430,122,2712
2020-08-16,CO-CHO,Chocó,,departamento,3439,123,2768
2020-08-17,CO-CHO,Chocó,,departamento,3468,123,2829
2020-08-18,CO-CHO,Chocó,,departamento,3494,123,2868
2020-08-19,CO-CHO,Chocó,,departamento,3524,124,2876
2020-08-20,CO-CHO,Chocó,,departamento,3547,125,2924
2020-08-21,CO-CHO,Chocó,,departamento,3571,125,3002
2020-08-22,CO-CHO,Chocó,,departamento,3592,126,3050
2020-08-23,CO-CHO,Chocó,,departamento,3594,128,3094
2020-08-24,CO-CHO,Chocó,,departamento,3630,130,3115
2020-08-25,CO-CHO,Chocó,,departamento,3664,132,3132
2020-08-26,CO-CHO,Chocó,,departamento,3675,134,3146
2020-08-27,CO-CHO,Chocó,,departamento,3682,135,3175
2020-08-28,CO-CHO,Chocó,,departamento,3693,135,3190
2020-08-29,CO-CHO,Chocó,,departamento,3697,135,3221
2020-08-30,CO-CHO,Chocó,,departamento,3704,136,3245
2020-08-31,CO-CHO,Chocó,,departamento,3719,136,3284
2020-09-01,CO-CHO,Chocó,,departamento,3722,136,3297
2020-09-02,CO-CHO,Chocó,,departamento,3742,138,3317
2020-09-03,CO-CHO,Chocó,,departamento,3750,138,3327
2020-09-04,CO-CHO,Chocó,,departamento,3762,139,3374
2020-09-05,CO-CHO,Chocó,,departamento,3774,141,3381
2020-09-06,CO-CHO,Chocó,,departamento,3782,142,3492
2020-09-07,CO-CHO,Chocó,,departamento,3786,142,3506
2020-09-08,CO-CHO,Chocó,,departamento,3789,144,3519
2020-09-09,CO-CHO,Chocó,,departamento,3797,145,3530
2020-09-10,CO-CHO,Chocó,,departamento,3840,145,3537
2020-09-11,CO-CHO,Chocó,,departamento,3841,145,3556
2020-09-12,CO-CHO,Chocó,,departamento,3853,146,3562
2020-09-16,CO-CHO,Chocó,,departamento,3869,152,3602
2020-09-17,CO-CHO,Chocó,,departamento,3895,152,3603
2020-09-18,CO-CHO,Chocó,,departamento,3900,152,3630
2020-09-19,CO-CHO,Chocó,,departamento,3914,153,3633
2020-09-20,CO-CHO,Chocó,,departamento,3930,154,3636
2020-09-21,CO-CHO,Chocó,,departamento,3947,154,3644
2020-09-22,CO-CHO,Chocó,,departamento,3958,154,3658
2020-09-23,CO-CHO,Chocó,,departamento,3965,155,3658
2020-09-24,CO-CHO,Chocó,,departamento,3967,155,3665
2020-09-25,CO-CHO,Chocó,,departamento,3975,155,3669
2020-09-26,CO-CHO,Chocó,,departamento,3980,155,3685
2020-09-27,CO-CHO,Chocó,,departamento,3989,155,3709
2020-09-28,CO-CHO,Chocó,,departamento,3990,155,3729
2020-09-29,CO-CHO,Chocó,,departamento,3995,155,3746
2020-09-30,CO-CHO,Chocó,,departamento,3996,155,3754
2020-10-01,CO-CHO,Chocó,,departamento,3997,156,3767
2020-10-02,CO-CHO,Chocó,,departamento,4003,157,3773
2020-10-03,CO-CHO,Chocó,,departamento,4023,157,3774
2020-10-04,CO-CHO,Chocó,,departamento,4030,157,3776
2020-10-05,CO-CHO,Chocó,,departamento,4036,158,3779
2020-10-06,CO-CHO,Chocó,,departamento,4042,158,3779
2020-10-07,CO-CHO,Chocó,,departamento,4045,158,3779
2020-10-08,CO-CHO,Chocó,,departamento,4050,158,3780
2020-10-09,CO-CHO,Chocó,,departamento,4056,158,3780
2020-10-10,CO-CHO,Chocó,,departamento,4056,158,3782
2020-10-11,CO-CHO,Chocó,,departamento,4057,158,3782
2020-10-12,CO-CHO,Chocó,,departamento,4061,158,3791
2020-10-13,CO-CHO,Chocó,,departamento,4066,159,3797
2020-10-14,CO-CHO,Chocó,,departamento,4066,159,3805
2020-10-15,CO-CHO,Chocó,,departamento,4072,159,3812
2020-10-16,CO-CHO,Chocó,,departamento,4081,159,3821
2020-10-17,CO-CHO,Chocó,,departamento,4089,160,3825
2020-10-18,CO-CHO,Chocó,,departamento,4089,160,3836
2020-10-19,CO-CHO,Chocó,,departamento,4095,160,3845
2020-10-20,CO-CHO,Chocó,,departamento,4095,160,3845
