date,iso,region,city,place_type,cases,deaths,recovered
2020-04-26,CO-CAQ,Caquetá,,departamento,2,1,0
2020-04-27,CO-CAQ,Caquetá,,departamento,2,1,0
2020-04-28,CO-CAQ,Caquetá,,departamento,2,1,0
2020-04-29,CO-CAQ,Caquetá,,departamento,7,1,0
2020-04-30,CO-CAQ,Caquetá,,departamento,8,1,0
2020-05-01,CO-CAQ,Caquetá,,departamento,8,1,0
2020-05-02,CO-CAQ,Caquetá,,departamento,9,1,0
2020-05-03,CO-CAQ,Caquetá,,departamento,9,1,0
2020-05-04,CO-CAQ,Caquetá,,departamento,9,1,0
2020-05-05,CO-CAQ,Caquetá,,departamento,9,1,0
2020-05-06,CO-CAQ,Caquetá,,departamento,15,1,0
2020-05-07,CO-CAQ,Caquetá,,departamento,15,1,0
2020-05-08,CO-CAQ,Caquetá,,departamento,15,1,0
2020-05-09,CO-CAQ,Caquetá,,departamento,15,1,0
2020-05-10,CO-CAQ,Caquetá,,departamento,15,1,0
