date,iso,region,city,place_type,cases,deaths,recovered
2020-04-26,CO-ANT,Antioquia,,departamento,449,4,142
2020-04-27,CO-ANT,Antioquia,,departamento,452,4,149
2020-04-28,CO-ANT,Antioquia,,departamento,461,5,158
2020-04-29,CO-ANT,Antioquia,,departamento,463,5,162
2020-04-30,CO-ANT,Antioquia,,departamento,468,5,166
2020-05-01,CO-ANT,Antioquia,,departamento,472,5,170
2020-05-02,CO-ANT,Antioquia,,departamento,475,5,185
2020-05-03,CO-ANT,Antioquia,,departamento,477,6,192
2020-05-04,CO-ANT,Antioquia,,departamento,443,6,194
2020-05-05,CO-ANT,Antioquia,,departamento,448,6,196
2020-05-06,CO-ANT,Antioquia,,departamento,451,6,208
2020-05-07,CO-ANT,Antioquia,,departamento,456,6,216
2020-05-08,CO-ANT,Antioquia,,departamento,460,6,222
2020-05-09,CO-ANT,Antioquia,,departamento,464,6,242
2020-05-10,CO-ANT,Antioquia,,departamento,466,6,259
2020-05-11,CO-ANT,Antioquia,,departamento,468,6,267
2020-05-12,CO-ANT,Antioquia,,departamento,474,6,286
2020-05-13,CO-ANT,Antioquia,,departamento,481,6,290
2020-05-14,CO-ANT,Antioquia,,departamento,491,6,305
2020-05-15,CO-ANT,Antioquia,,departamento,501,6,309
2020-05-16,CO-ANT,Antioquia,,departamento,509,6,314
2020-05-17,CO-ANT,Antioquia,,departamento,518,6,319
2020-05-18,CO-ANT,Antioquia,,departamento,534,6,326
2020-05-19,CO-ANT,Antioquia,,departamento,543,6,330
2020-05-20,CO-ANT,Antioquia,,departamento,561,6,339
2020-05-21,CO-ANT,Antioquia,,departamento,573,6,360
2020-05-22,CO-ANT,Antioquia,,departamento,587,6,363
2020-05-23,CO-ANT,Antioquia,,departamento,616,6,364
2020-05-24,CO-ANT,Antioquia,,departamento,677,6,367
2020-05-25,CO-ANT,Antioquia,,departamento,720,6,379
2020-05-26,CO-ANT,Antioquia,,departamento,861,6,396
2020-05-27,CO-ANT,Antioquia,,departamento,933,6,405
2020-05-28,CO-ANT,Antioquia,,departamento,960,6,405
2020-05-29,CO-ANT,Antioquia,,departamento,1005,7,409
2020-05-30,CO-ANT,Antioquia,,departamento,1024,6,449
2020-05-31,CO-ANT,Antioquia,,departamento,1059,6,450
2020-06-01,CO-ANT,Antioquia,,departamento,1103,6,478
2020-06-02,CO-ANT,Antioquia,,departamento,1171,6,491
2020-06-03,CO-ANT,Antioquia,,departamento,1200,6,505
2020-06-04,CO-ANT,Antioquia,,departamento,1260,6,518
2020-06-05,CO-ANT,Antioquia,,departamento,1328,6,533
2020-06-06,CO-ANT,Antioquia,,departamento,1360,6,552
2020-06-07,CO-ANT,Antioquia,,departamento,1451,6,570
2020-06-08,CO-ANT,Antioquia,,departamento,1574,7,575
2020-06-09,CO-ANT,Antioquia,,departamento,1574,7,575
2020-06-10,CO-ANT,Antioquia,,departamento,1648,8,591
2020-06-11,CO-ANT,Antioquia,,departamento,1704,8,610
2020-06-12,CO-ANT,Antioquia,,departamento,1704,8,610
2020-06-13,CO-ANT,Antioquia,,departamento,1782,8,703
2020-06-14,CO-ANT,Antioquia,,departamento,1884,8,765
2020-06-15,CO-ANT,Antioquia,,departamento,2022,9,769
2020-06-16,CO-ANT,Antioquia,,departamento,2147,9,782
2020-06-17,CO-ANT,Antioquia,,departamento,2273,11,809
2020-06-18,CO-ANT,Antioquia,,departamento,2369,11,862
2020-06-19,CO-ANT,Antioquia,,departamento,2498,11,909
2020-06-20,CO-ANT,Antioquia,,departamento,2660,12,954
2020-06-21,CO-ANT,Antioquia,,departamento,2758,13,982
2020-06-22,CO-ANT,Antioquia,,departamento,2921,14,1048
2020-06-23,CO-ANT,Antioquia,,departamento,3009,14,1128
2020-06-24,CO-ANT,Antioquia,,departamento,3098,16,1187
2020-06-25,CO-ANT,Antioquia,,departamento,3239,17,1261
2020-06-26,CO-ANT,Antioquia,,departamento,3457,20,1335
2020-06-27,CO-ANT,Antioquia,,departamento,3647,22,1405
2020-06-28,CO-ANT,Antioquia,,departamento,3873,25,1477
2020-06-29,CO-ANT,Antioquia,,departamento,4089,25,1521
2020-06-30,CO-ANT,Antioquia,,departamento,4089,25,1521
2020-07-01,CO-ANT,Antioquia,,departamento,4442,26,1749
2020-07-02,CO-ANT,Antioquia,,departamento,4660,28,1921
2020-07-03,CO-ANT,Antioquia,,departamento,4981,30,2012
2020-07-04,CO-ANT,Antioquia,,departamento,5263,37,2083
2020-07-05,CO-ANT,Antioquia,,departamento,5675,41,2136
2020-07-06,CO-ANT,Antioquia,,departamento,5990,47,2189
2020-07-07,CO-ANT,Antioquia,,departamento,6385,53,2290
2020-07-08,CO-ANT,Antioquia,,departamento,6773,57,2361
2020-07-09,CO-ANT,Antioquia,,departamento,7246,61,2451
2020-07-10,CO-ANT,Antioquia,,departamento,7825,67,2577
2020-07-11,CO-ANT,Antioquia,,departamento,8451,71,2671
2020-07-12,CO-ANT,Antioquia,,departamento,8744,84,2795
2020-07-13,CO-ANT,Antioquia,,departamento,9253,92,2884
2020-07-14,CO-ANT,Antioquia,,departamento,9582,103,2944
2020-07-15,CO-ANT,Antioquia,,departamento,10576,118,3089
2020-07-16,CO-ANT,Antioquia,,departamento,11351,127,3202
2020-07-17,CO-ANT,Antioquia,,departamento,12282,141,3466
2020-07-18,CO-ANT,Antioquia,,departamento,13335,166,3657
2020-07-19,CO-ANT,Antioquia,,departamento,14686,182,3865
2020-07-20,CO-ANT,Antioquia,,departamento,15647,193,4348
2020-07-21,CO-ANT,Antioquia,,departamento,18690,209,4651
2020-07-22,CO-ANT,Antioquia,,departamento,18690,222,4870
2020-07-23,CO-ANT,Antioquia,,departamento,19751,239,5070
2020-07-24,CO-ANT,Antioquia,,departamento,20613,275,5483
2020-07-25,CO-ANT,Antioquia,,departamento,21922,301,6011
2020-07-26,CO-ANT,Antioquia,,departamento,23035,321,6428
