date,iso,region,city,place_type,cases,deaths,recovered
2020-04-26,CO-VID,Vichada,,departamento,0,0,0
2020-04-27,CO-VID,Vichada,,departamento,0,0,0
2020-04-28,CO-VID,Vichada,,departamento,0,0,0
2020-04-29,CO-VID,Vichada,,departamento,0,0,0
2020-04-30,CO-VID,Vichada,,departamento,0,0,0
2020-05-01,CO-VID,Vichada,,departamento,0,0,0
2020-05-02,CO-VID,Vichada,,departamento,0,0,0
2020-05-03,CO-VID,Vichada,,departamento,0,0,0
2020-05-04,CO-VID,Vichada,,departamento,0,0,0
2020-05-05,CO-VID,Vichada,,departamento,0,0,0
2020-05-06,CO-VID,Vichada,,departamento,0,0,0
2020-05-07,CO-VID,Vichada,,departamento,0,0,0
2020-05-08,CO-VID,Vichada,,departamento,0,0,0
2020-05-09,CO-VID,Vichada,,departamento,0,0,0
2020-05-10,CO-VID,Vichada,,departamento,0,0,0
2020-05-11,CO-VID,Vichada,,departamento,0,0,0
2020-05-12,CO-VID,Vichada,,departamento,0,0,0
2020-05-13,CO-VID,Vichada,,departamento,0,0,0
2020-05-14,CO-VID,Vichada,,departamento,0,0,0
2020-05-15,CO-VID,Vichada,,departamento,0,0,0
2020-05-16,CO-VID,Vichada,,departamento,0,0,0
2020-05-17,CO-VID,Vichada,,departamento,0,0,0
2020-05-18,CO-VID,Vichada,,departamento,0,0,0
2020-05-19,CO-VID,Vichada,,departamento,0,0,0
2020-05-20,CO-VID,Vichada,,departamento,0,0,0
2020-05-21,CO-VID,Vichada,,departamento,0,0,0
2020-05-22,CO-VID,Vichada,,departamento,0,0,0
2020-05-23,CO-VID,Vichada,,departamento,0,0,0
2020-05-24,CO-VID,Vichada,,departamento,0,0,0
2020-05-25,CO-VID,Vichada,,departamento,0,0,0
2020-05-26,CO-VID,Vichada,,departamento,0,0,0
