date,iso,region,city,place_type,cases,deaths,recovered
2020-04-26,CO-NSA,Norte de Santander,,departamento,60,4,22
2020-04-27,CO-NSA,Norte de Santander,,departamento,61,4,23
2020-04-28,CO-NSA,Norte de Santander,,departamento,62,5,23
2020-04-29,CO-NSA,Norte de Santander,,departamento,69,5,25
2020-04-30,CO-NSA,Norte de Santander,,departamento,69,5,26
2020-05-01,CO-NSA,Norte de Santander,,departamento,69,6,26
2020-05-02,CO-NSA,Norte de Santander,,departamento,73,6,27
2020-05-03,CO-NSA,Norte de Santander,,departamento,84,8,27
2020-05-04,CO-NSA,Norte de Santander,,departamento,84,9,27
2020-05-05,CO-NSA,Norte de Santander,,departamento,84,9,27
2020-05-06,CO-NSA,Norte de Santander,,departamento,85,9,28
2020-05-07,CO-NSA,Norte de Santander,,departamento,85,9,29
2020-05-08,CO-NSA,Norte de Santander,,departamento,85,9,29
2020-05-09,CO-NSA,Norte de Santander,,departamento,91,10,29
2020-05-10,CO-NSA,Norte de Santander,,departamento,94,10,29
2020-05-11,CO-NSA,Norte de Santander,,departamento,99,10,29
2020-05-12,CO-NSA,Norte de Santander,,departamento,99,10,30
2020-05-13,CO-NSA,Norte de Santander,,departamento,104,10,40
2020-05-14,CO-NSA,Norte de Santander,,departamento,104,10,59
2020-05-15,CO-NSA,Norte de Santander,,departamento,105,10,59
2020-05-16,CO-NSA,Norte de Santander,,departamento,107,10,58
2020-05-17,CO-NSA,Norte de Santander,,departamento,112,10,62
2020-05-18,CO-NSA,Norte de Santander,,departamento,113,11,62
2020-05-19,CO-NSA,Norte de Santander,,departamento,114,11,69
2020-05-20,CO-NSA,Norte de Santander,,departamento,114,11,72
2020-05-21,CO-NSA,Norte de Santander,,departamento,116,11,74
2020-05-22,CO-NSA,Norte de Santander,,departamento,116,11,74
2020-05-23,CO-NSA,Norte de Santander,,departamento,118,11,75
2020-05-24,CO-NSA,Norte de Santander,,departamento,119,11,76
2020-05-25,CO-NSA,Norte de Santander,,departamento,119,12,77
2020-05-26,CO-NSA,Norte de Santander,,departamento,119,12,77
2020-05-27,CO-NSA,Norte de Santander,,departamento,121,12,77
2020-05-28,CO-NSA,Norte de Santander,,departamento,124,12,78
2020-05-29,CO-NSA,Norte de Santander,,departamento,128,12,83
2020-05-30,CO-NSA,Norte de Santander,,departamento,128,12,85
2020-05-31,CO-NSA,Norte de Santander,,departamento,128,12,85
2020-06-01,CO-NSA,Norte de Santander,,departamento,129,13,89
2020-06-02,CO-NSA,Norte de Santander,,departamento,129,13,91
2020-06-03,CO-NSA,Norte de Santander,,departamento,130,13,97
2020-06-04,CO-NSA,Norte de Santander,,departamento,134,13,99
2020-06-05,CO-NSA,Norte de Santander,,departamento,133,13,100
2020-06-06,CO-NSA,Norte de Santander,,departamento,133,13,103
2020-06-07,CO-NSA,Norte de Santander,,departamento,133,13,103
2020-06-08,CO-NSA,Norte de Santander,,departamento,145,13,104
2020-06-09,CO-NSA,Norte de Santander,,departamento,145,13,104
2020-06-10,CO-NSA,Norte de Santander,,departamento,148,13,106
2020-06-11,CO-NSA,Norte de Santander,,departamento,148,13,107
2020-06-12,CO-NSA,Norte de Santander,,departamento,148,13,107
2020-06-13,CO-NSA,Norte de Santander,,departamento,148,13,108
2020-06-14,CO-NSA,Norte de Santander,,departamento,156,13,110
2020-06-15,CO-NSA,Norte de Santander,,departamento,160,13,110
2020-06-16,CO-NSA,Norte de Santander,,departamento,162,13,110
2020-06-17,CO-NSA,Norte de Santander,,departamento,165,13,110
2020-06-18,CO-NSA,Norte de Santander,,departamento,164,13,111
2020-06-19,CO-NSA,Norte de Santander,,departamento,183,13,115
2020-06-20,CO-NSA,Norte de Santander,,departamento,200,13,116
2020-06-21,CO-NSA,Norte de Santander,,departamento,223,13,117
2020-06-22,CO-NSA,Norte de Santander,,departamento,244,14,117
2020-06-23,CO-NSA,Norte de Santander,,departamento,248,15,118
2020-06-24,CO-NSA,Norte de Santander,,departamento,256,15,118
2020-06-25,CO-NSA,Norte de Santander,,departamento,271,17,124
2020-06-26,CO-NSA,Norte de Santander,,departamento,278,18,146
2020-06-27,CO-NSA,Norte de Santander,,departamento,288,19,147
2020-06-28,CO-NSA,Norte de Santander,,departamento,305,19,151
2020-06-29,CO-NSA,Norte de Santander,,departamento,323,19,156
2020-06-30,CO-NSA,Norte de Santander,,departamento,323,19,156
2020-07-01,CO-NSA,Norte de Santander,,departamento,334,19,159
2020-07-02,CO-NSA,Norte de Santander,,departamento,342,19,164
2020-07-03,CO-NSA,Norte de Santander,,departamento,347,20,166
2020-07-04,CO-NSA,Norte de Santander,,departamento,354,20,176
2020-07-05,CO-NSA,Norte de Santander,,departamento,,,
