date,iso,region,city,place_type,cases,deaths,recovered
2020-04-26,CO-CAL,Caldas,,departamento,53,2,16
2020-04-27,CO-CAL,Caldas,,departamento,54,2,16
2020-04-28,CO-CAL,Caldas,,departamento,54,2,16
2020-04-29,CO-CAL,Caldas,,departamento,56,2,18
2020-04-30,CO-CAL,Caldas,,departamento,59,2,18
2020-05-01,CO-CAL,Caldas,,departamento,69,2,21
2020-05-02,CO-CAL,Caldas,,departamento,69,2,27
2020-05-03,CO-CAL,Caldas,,departamento,80,2,28
2020-05-04,CO-CAL,Caldas,,departamento,80,2,31
2020-05-05,CO-CAL,Caldas,,departamento,79,3,31
2020-05-06,CO-CAL,Caldas,,departamento,91,3,33
2020-05-07,CO-CAL,Caldas,,departamento,94,3,34
2020-05-08,CO-CAL,Caldas,,departamento,94,3,35
2020-05-09,CO-CAL,Caldas,,departamento,94,3,35
2020-05-10,CO-CAL,Caldas,,departamento,100,4,37
2020-05-11,CO-CAL,Caldas,,departamento,100,4,37
2020-05-12,CO-CAL,Caldas,,departamento,100,4,38
2020-05-13,CO-CAL,Caldas,,departamento,104,4,39
2020-05-14,CO-CAL,Caldas,,departamento,104,4,41
2020-05-15,CO-CAL,Caldas,,departamento,108,5,42
2020-05-16,CO-CAL,Caldas,,departamento,109,5,44
2020-05-17,CO-CAL,Caldas,,departamento,119,5,52
2020-05-18,CO-CAL,Caldas,,departamento,120,5,52
2020-05-19,CO-CAL,Caldas,,departamento,120,5,66
2020-05-20,CO-CAL,Caldas,,departamento,120,5,66
2020-05-21,CO-CAL,Caldas,,departamento,126,5,68
2020-05-22,CO-CAL,Caldas,,departamento,126,5,69
2020-05-23,CO-CAL,Caldas,,departamento,126,5,71
2020-05-24,CO-CAL,Caldas,,departamento,127,5,71
2020-05-25,CO-CAL,Caldas,,departamento,128,5,74
2020-05-26,CO-CAL,Caldas,,departamento,128,6,80
2020-05-27,CO-CAL,Caldas,,departamento,130,6,81
2020-05-28,CO-CAL,Caldas,,departamento,134,6,82
2020-05-29,CO-CAL,Caldas,,departamento,135,6,84
2020-05-30,CO-CAL,Caldas,,departamento,135,6,87
2020-05-31,CO-CAL,Caldas,,departamento,135,6,88
2020-06-01,CO-CAL,Caldas,,departamento,135,6,94
2020-06-02,CO-CAL,Caldas,,departamento,138,6,97
2020-06-03,CO-CAL,Caldas,,departamento,147,6,105
2020-06-04,CO-CAL,Caldas,,departamento,156,6,105
2020-06-05,CO-CAL,Caldas,,departamento,162,6,108
2020-06-06,CO-CAL,Caldas,,departamento,164,6,116
2020-06-07,CO-CAL,Caldas,,departamento,173,6,117
2020-06-08,CO-CAL,Caldas,,departamento,176,7,117
2020-06-09,CO-CAL,Caldas,,departamento,176,7,117
2020-06-10,CO-CAL,Caldas,,departamento,179,7,117
2020-06-11,CO-CAL,Caldas,,departamento,185,7,119
2020-06-12,CO-CAL,Caldas,,departamento,185,7,119
2020-06-13,CO-CAL,Caldas,,departamento,191,7,125
2020-06-14,CO-CAL,Caldas,,departamento,191,7,130
2020-06-15,CO-CAL,Caldas,,departamento,196,7,130
2020-06-16,CO-CAL,Caldas,,departamento,200,7,130
2020-06-17,CO-CAL,Caldas,,departamento,205,7,130
2020-06-18,CO-CAL,Caldas,,departamento,205,7,131
2020-06-19,CO-CAL,Caldas,,departamento,207,7,132
2020-06-20,CO-CAL,Caldas,,departamento,211,7,134
