date,iso,region,city,place_type,cases,deaths,recovered
2020-04-26,CO-HUI,Huila,,departamento,84,5,28
2020-04-27,CO-HUI,Huila,,departamento,87,5,29
2020-04-28,CO-HUI,Huila,,departamento,92,6,31
2020-04-29,CO-HUI,Huila,,departamento,101,6,32
2020-04-30,CO-HUI,Huila,,departamento,104,6,33
2020-05-01,CO-HUI,Huila,,departamento,120,7,35
2020-05-02,CO-HUI,Huila,,departamento,133,7,40
2020-05-03,CO-HUI,Huila,,departamento,133,7,41
2020-05-04,CO-HUI,Huila,,departamento,133,7,44
2020-05-05,CO-HUI,Huila,,departamento,134,7,47
2020-05-06,CO-HUI,Huila,,departamento,137,7,49
2020-05-07,CO-HUI,Huila,,departamento,137,7,49
2020-05-08,CO-HUI,Huila,,departamento,147,7,51
2020-05-09,CO-HUI,Huila,,departamento,147,7,51
2020-05-10,CO-HUI,Huila,,departamento,147,7,55
2020-05-11,CO-HUI,Huila,,departamento,178,8,56
2020-05-12,CO-HUI,Huila,,departamento,179,8,56
2020-05-13,CO-HUI,Huila,,departamento,185,8,61
2020-05-14,CO-HUI,Huila,,departamento,187,8,61
2020-05-15,CO-HUI,Huila,,departamento,187,8,62
2020-05-16,CO-HUI,Huila,,departamento,207,8,63
2020-05-17,CO-HUI,Huila,,departamento,208,8,64
2020-05-18,CO-HUI,Huila,,departamento,210,8,72
2020-05-19,CO-HUI,Huila,,departamento,212,8,75
2020-05-20,CO-HUI,Huila,,departamento,212,8,75
2020-05-21,CO-HUI,Huila,,departamento,219,8,105
2020-05-22,CO-HUI,Huila,,departamento,227,9,122
2020-05-23,CO-HUI,Huila,,departamento,231,9,127
2020-05-24,CO-HUI,Huila,,departamento,233,9,137
2020-05-25,CO-HUI,Huila,,departamento,233,9,138
2020-05-26,CO-HUI,Huila,,departamento,237,9,143
2020-05-27,CO-HUI,Huila,,departamento,241,9,147
2020-05-28,CO-HUI,Huila,,departamento,244,9,151
2020-05-29,CO-HUI,Huila,,departamento,251,9,158
2020-05-30,CO-HUI,Huila,,departamento,247,9,160
2020-05-31,CO-HUI,Huila,,departamento,247,9,161
2020-06-01,CO-HUI,Huila,,departamento,249,9,171
