date,iso,region,city,place_type,cases,deaths,recovered
2020-04-26,CO-BOL,Bolívar,,departamento,226,20,62
2020-04-27,CO-BOL,Bolívar,,departamento,240,22,64
2020-04-28,CO-BOL,Bolívar,,departamento,244,22,72
2020-04-29,CO-BOL,Bolívar,,departamento,257,24,72
2020-04-30,CO-BOL,Bolívar,,departamento,268,24,76
2020-05-01,CO-BOL,Bolívar,,departamento,294,25,79
2020-05-02,CO-BOL,Bolívar,,departamento,308,26,87
2020-05-03,CO-BOL,Bolívar,,departamento,334,26,97
2020-05-04,CO-BOL,Bolívar,,departamento,353,29,100
2020-05-05,CO-BOL,Bolívar,,departamento,373,33,121
2020-05-06,CO-BOL,Bolívar,,departamento,405,35,126
2020-05-07,CO-BOL,Bolívar,,departamento,430,38,127
2020-05-08,CO-BOL,Bolívar,,departamento,435,38,130
2020-05-09,CO-BOL,Bolívar,,departamento,536,42,132
2020-05-10,CO-BOL,Bolívar,,departamento,582,44,133
2020-05-11,CO-BOL,Bolívar,,departamento,679,45,141
2020-05-12,CO-BOL,Bolívar,,departamento,742,50,149
2020-05-13,CO-BOL,Bolívar,,departamento,824,51,159
2020-05-14,CO-BOL,Bolívar,,departamento,936,55,164
2020-05-15,CO-BOL,Bolívar,,departamento,1051,59,171
2020-05-16,CO-BOL,Bolívar,,departamento,1146,65,171
2020-05-17,CO-BOL,Bolívar,,departamento,1273,68,171
2020-05-18,CO-BOL,Bolívar,,departamento,1343,71,193
2020-05-19,CO-BOL,Bolívar,,departamento,1492,73,203
2020-05-20,CO-BOL,Bolívar,,departamento,1576,77,221
2020-05-21,CO-BOL,Bolívar,,departamento,1665,85,231
2020-05-22,CO-BOL,Bolívar,,departamento,1796,92,245
2020-05-23,CO-BOL,Bolívar,,departamento,1840,97,246
2020-05-24,CO-BOL,Bolívar,,departamento,2018,102,274
2020-05-25,CO-BOL,Bolívar,,departamento,2267,105,303
2020-05-26,CO-BOL,Bolívar,,departamento,2305,108,323
2020-05-27,CO-BOL,Bolívar,,departamento,2378,114,354
2020-05-28,CO-BOL,Bolívar,,departamento,2516,123,361
2020-05-29,CO-BOL,Bolívar,,departamento,2662,131,406
