date,iso,region,city,place_type,cases,deaths,recovered
2020-04-26,CO-CAU,Cauca,,departamento,25,3,10
2020-04-27,CO-CAU,Cauca,,departamento,27,4,10
2020-04-28,CO-CAU,Cauca,,departamento,31,4,10
2020-04-29,CO-CAU,Cauca,,departamento,34,4,10
2020-04-30,CO-CAU,Cauca,,departamento,35,4,12
2020-05-01,CO-CAU,Cauca,,departamento,35,4,12
2020-05-02,CO-CAU,Cauca,,departamento,35,4,12
2020-05-03,CO-CAU,Cauca,,departamento,35,4,13
2020-05-04,CO-CAU,Cauca,,departamento,35,4,13
2020-05-05,CO-CAU,Cauca,,departamento,36,4,13
2020-05-06,CO-CAU,Cauca,,departamento,40,4,14
2020-05-07,CO-CAU,Cauca,,departamento,40,4,15
2020-05-08,CO-CAU,Cauca,,departamento,40,4,16
2020-05-09,CO-CAU,Cauca,,departamento,42,4,18
2020-05-10,CO-CAU,Cauca,,departamento,42,4,18
2020-05-11,CO-CAU,Cauca,,departamento,47,4,19
2020-05-12,CO-CAU,Cauca,,departamento,51,4,19
2020-05-13,CO-CAU,Cauca,,departamento,53,4,21
2020-05-14,CO-CAU,Cauca,,departamento,54,4,21
2020-05-15,CO-CAU,Cauca,,departamento,54,4,23
2020-05-16,CO-CAU,Cauca,,departamento,61,4,26
2020-05-17,CO-CAU,Cauca,,departamento,61,4,26
2020-05-18,CO-CAU,Cauca,,departamento,64,4,26
2020-05-19,CO-CAU,Cauca,,departamento,64,4,26
2020-05-20,CO-CAU,Cauca,,departamento,65,4,27
2020-05-21,CO-CAU,Cauca,,departamento,66,4,29
2020-05-22,CO-CAU,Cauca,,departamento,67,4,31
2020-05-23,CO-CAU,Cauca,,departamento,71,4,33
2020-05-24,CO-CAU,Cauca,,departamento,73,4,34
2020-05-25,CO-CAU,Cauca,,departamento,74,4,36
2020-05-26,CO-CAU,Cauca,,departamento,74,4,40
2020-05-27,CO-CAU,Cauca,,departamento,77,4,40
2020-05-28,CO-CAU,Cauca,,departamento,80,4,40
2020-05-29,CO-CAU,Cauca,,departamento,90,4,41
2020-05-30,CO-CAU,Cauca,,departamento,91,4,43
2020-05-31,CO-CAU,Cauca,,departamento,95,4,44
2020-06-01,CO-CAU,Cauca,,departamento,101,4,44
2020-06-02,CO-CAU,Cauca,,departamento,103,4,47
2020-06-03,CO-CAU,Cauca,,departamento,113,4,49
2020-06-04,CO-CAU,Cauca,,departamento,116,4,53
2020-06-05,CO-CAU,Cauca,,departamento,125,5,55
2020-06-06,CO-CAU,Cauca,,departamento,135,5,60
2020-06-07,CO-CAU,Cauca,,departamento,144,5,61
2020-06-08,CO-CAU,Cauca,,departamento,158,6,62
2020-06-09,CO-CAU,Cauca,,departamento,158,6,62
2020-06-10,CO-CAU,Cauca,,departamento,160,7,63
2020-06-11,CO-CAU,Cauca,,departamento,163,7,66
2020-06-12,CO-CAU,Cauca,,departamento,163,7,66
2020-06-13,CO-CAU,Cauca,,departamento,169,8,71
2020-06-14,CO-CAU,Cauca,,departamento,178,8,73
2020-06-15,CO-CAU,Cauca,,departamento,186,8,73
2020-06-16,CO-CAU,Cauca,,departamento,189,8,73
2020-06-17,CO-CAU,Cauca,,departamento,197,9,74
2020-06-18,CO-CAU,Cauca,,departamento,209,9,76
2020-06-19,CO-CAU,Cauca,,departamento,215,9,79
2020-06-20,CO-CAU,Cauca,,departamento,232,9,82
2020-06-21,CO-CAU,Cauca,,departamento,245,10,95
2020-06-22,CO-CAU,Cauca,,departamento,252,10,103
2020-06-23,CO-CAU,Cauca,,departamento,258,10,107
2020-06-24,CO-CAU,Cauca,,departamento,273,13,115
2020-06-25,CO-CAU,Cauca,,departamento,293,13,119
2020-06-26,CO-CAU,Cauca,,departamento,310,13,134
2020-06-27,CO-CAU,Cauca,,departamento,321,13,134
2020-06-28,CO-CAU,Cauca,,departamento,331,14,139
2020-06-29,CO-CAU,Cauca,,departamento,352,14,148
2020-06-30,CO-CAU,Cauca,,departamento,352,14,148
2020-07-01,CO-CAU,Cauca,,departamento,376,16,157
2020-07-02,CO-CAU,Cauca,,departamento,405,18,161
2020-07-03,CO-CAU,Cauca,,departamento,467,20,161
2020-07-04,CO-CAU,Cauca,,departamento,477,20,168
2020-07-05,CO-CAU,Cauca,,departamento,507,20,170
2020-07-06,CO-CAU,Cauca,,departamento,530,20,178
2020-07-07,CO-CAU,Cauca,,departamento,544,20,184
2020-07-08,CO-CAU,Cauca,,departamento,599,22,188
2020-07-09,CO-CAU,Cauca,,departamento,623,22,189
2020-07-10,CO-CAU,Cauca,,departamento,653,23,201
2020-07-11,CO-CAU,Cauca,,departamento,710,23,206
2020-07-12,CO-CAU,Cauca,,departamento,730,23,215
2020-07-13,CO-CAU,Cauca,,departamento,771,28,225
2020-07-14,CO-CAU,Cauca,,departamento,774,28,232
2020-07-15,CO-CAU,Cauca,,departamento,806,28,244
