date,iso,province,city,place_type,cases,deaths,recovered
2020-01-25,QC,Quebec,,province,0,,
2020-01-26,QC,Quebec,,province,0,,
2020-01-27,QC,Quebec,,province,0,,
2020-01-28,QC,Quebec,,province,0,,
2020-01-29,QC,Quebec,,province,0,,
2020-01-30,QC,Quebec,,province,0,,
2020-01-31,QC,Quebec,,province,0,,
2020-02-01,QC,Quebec,,province,0,,
2020-02-02,QC,Quebec,,province,0,,
2020-02-03,QC,Quebec,,province,0,,
2020-02-04,QC,Quebec,,province,0,,
2020-02-05,QC,Quebec,,province,0,,
2020-02-06,QC,Quebec,,province,0,,
2020-02-07,QC,Quebec,,province,0,,
2020-02-08,QC,Quebec,,province,0,,
2020-02-09,QC,Quebec,,province,0,,
2020-02-10,QC,Quebec,,province,0,,
2020-02-11,QC,Quebec,,province,0,,
2020-02-12,QC,Quebec,,province,0,,0
2020-02-13,QC,Quebec,,province,0,,0
2020-02-14,QC,Quebec,,province,0,,0
2020-02-15,QC,Quebec,,province,0,,0
2020-02-16,QC,Quebec,,province,0,,0
2020-02-17,QC,Quebec,,province,0,,0
2020-02-18,QC,Quebec,,province,0,,0
2020-02-19,QC,Quebec,,province,0,,0
2020-02-20,QC,Quebec,,province,0,,0
2020-02-21,QC,Quebec,,province,0,,0
2020-02-22,QC,Quebec,,province,0,,0
2020-02-23,QC,Quebec,,province,0,,0
2020-02-24,QC,Quebec,,province,0,,0
2020-02-25,QC,Quebec,,province,0,,0
2020-02-26,QC,Quebec,,province,0,,0
2020-02-27,QC,Quebec,,province,1,,0
2020-02-28,QC,Quebec,,province,1,,0
2020-02-29,QC,Quebec,,province,1,,0
2020-03-01,QC,Quebec,,province,1,,0
2020-03-02,QC,Quebec,,province,1,,0
2020-03-03,QC,Quebec,,province,1,,0
2020-03-04,QC,Quebec,,province,1,,0
2020-03-05,QC,Quebec,,province,2,,0
2020-03-06,QC,Quebec,,province,3,,0
2020-03-07,QC,Quebec,,province,3,,0
2020-03-08,QC,Quebec,,province,4,0,0
2020-03-09,QC,Quebec,,province,5,0,0
2020-03-10,QC,Quebec,,province,5,0,0
2020-03-11,QC,Quebec,,province,8,0,0
2020-03-12,QC,Quebec,,province,17,0,0
2020-03-13,QC,Quebec,,province,17,0,0
2020-03-14,QC,Quebec,,province,24,0,0
2020-03-15,QC,Quebec,,province,39,0,0
2020-03-16,QC,Quebec,,province,50,0,0
2020-03-17,QC,Quebec,,province,74,0,0
2020-03-18,QC,Quebec,,province,94,1,1
2020-03-19,QC,Quebec,,province,121,1,1
2020-03-20,QC,Quebec,,province,139,1,1
2020-03-21,QC,Quebec,,province,181,4,1
2020-03-22,QC,Quebec,,province,219,4,1
2020-03-23,QC,Quebec,,province,628,4,1
2020-03-24,QC,Quebec,,province,1040,4,1
2020-03-25,QC,Quebec,,province,1339,6,1
2020-03-26,QC,Quebec,,province,1629,8,1
2020-03-27,QC,Quebec,,province,2021,18,29
2020-03-28,QC,Quebec,,province,2498,22,29
2020-03-29,QC,Quebec,,province,2840,22,84
2020-03-30,QC,Quebec,,province,3430,25,84
2020-03-31,QC,Quebec,,province,4162,31,84
2020-04-01,QC,Quebec,,province,4611,33,155
2020-04-02,QC,Quebec,,province,5518,36,224
2020-04-03,QC,Quebec,,province,6101,61,306
2020-04-04,QC,Quebec,,province,6997,75,437
2020-04-05,QC,Quebec,,province,7944,94,464
2020-04-06,QC,Quebec,,province,8580,121,611
2020-04-07,QC,Quebec,,province,9340,150,720
2020-04-08,QC,Quebec,,province,10031,175,827
2020-04-09,QC,Quebec,,province,10912,216,1112
2020-04-10,QC,Quebec,,province,11677,241,1341
2020-04-11,QC,Quebec,,province,12292,289,1563
2020-04-12,QC,Quebec,,province,12846,328,1745
2020-04-13,QC,Quebec,,province,13557,360,1982
2020-04-14,QC,Quebec,,province,14248,435,2146
2020-04-15,QC,Quebec,,province,14860,487,2491
2020-04-16,QC,Quebec,,province,15857,609,2841
2020-04-17,QC,Quebec,,province,16798,688,3068
2020-04-18,QC,Quebec,,province,17520,805,3315
2020-04-19,QC,Quebec,,province,18354,877,3555
2020-04-20,QC,Quebec,,province,19315,939,3847
2020-04-21,QC,Quebec,,province,20121,1041,4048
2020-04-22,QC,Quebec,,province,20959,1134,4291
2020-04-23,QC,Quebec,,province,21832,1243,4484
2020-04-24,QC,Quebec,,province,22606,1340,4724
2020-04-25,QC,Quebec,,province,23259,1446,5057
2020-04-26,QC,Quebec,,province,24099,1515,5342
2020-04-27,QC,Quebec,,province,24969,1599,5517
2020-04-28,QC,Quebec,,province,25746,1682,5841
2020-04-29,QC,Quebec,,province,26589,1761,6048
2020-04-30,QC,Quebec,,province,27537,1859,6299
2020-05-01,QC,Quebec,,province,28647,2022,6700
2020-05-02,QC,Quebec,,province,29655,2136,6965
2020-05-03,QC,Quebec,,province,31858,2205,7258
2020-05-04,QC,Quebec,,province,32617,2280,7578
2020-05-05,QC,Quebec,,province,33412,2398,7923
2020-05-06,QC,Quebec,,province,34322,2510,8284
2020-05-07,QC,Quebec,,province,35237,2631,8673
2020-05-08,QC,Quebec,,province,36150,2725,8928
2020-05-09,QC,Quebec,,province,36986,2786,9268
2020-05-10,QC,Quebec,,province,37721,2928,9526
2020-05-11,QC,Quebec,,province,38469,3013,9703
2020-05-12,QC,Quebec,,province,39225,3131,10056
2020-05-13,QC,Quebec,,province,39930,3220,10470
2020-05-14,QC,Quebec,,province,40723,3351,10829
2020-05-15,QC,Quebec,,province,41420,3401,11039
2020-05-16,QC,Quebec,,province,42183,3483,11458
2020-05-17,QC,Quebec,,province,42918,3562,11754
2020-05-18,QC,Quebec,,province,43627,3596,12045
2020-05-19,QC,Quebec,,province,44197,3647,12497
2020-05-20,QC,Quebec,,province,44775,3718,12822
2020-05-21,QC,Quebec,,province,45495,3800,13327
2020-05-22,QC,Quebec,,province,46140,3865,13819
2020-05-23,QC,Quebec,,province,46838,3940,14044
2020-05-24,QC,Quebec,,province,47411,3984,14331
2020-05-25,QC,Quebec,,province,47984,4069,14654
2020-05-26,QC,Quebec,,province,48598,4139,14999
2020-05-27,QC,Quebec,,province,49137,4228,15319
2020-05-28,QC,Quebec,,province,49701,4302,15618
2020-05-29,QC,Quebec,,province,50230,4363,15908
2020-05-30,QC,Quebec,,province,50649,4439,16070
2020-05-31,QC,Quebec,,province,51059,4641,16346
2020-06-01,QC,Quebec,,province,51353,4661,16597
2020-06-02,QC,Quebec,,province,51590,4713,16803
2020-06-03,QC,Quebec,,province,51882,4794,17098
2020-06-04,QC,Quebec,,province,52141,4885,17336
2020-06-05,QC,Quebec,,province,52396,4935,17764
2020-06-06,QC,Quebec,,province,52623,4970,18412
2020-06-07,QC,Quebec,,province,52848,4978,18714
2020-06-08,QC,Quebec,,province,53046,4984,18994
2020-06-09,QC,Quebec,,province,53185,5029,19361
2020-06-10,QC,Quebec,,province,53341,5081,19841
2020-06-11,QC,Quebec,,province,53485,5105,20299
2020-06-12,QC,Quebec,,province,53666,5148,20823
2020-06-13,QC,Quebec,,province,53824,5195,21281
2020-06-14,QC,Quebec,,province,53952,5222,21742
2020-06-15,QC,Quebec,,province,54053,5242,22213
2020-06-16,QC,Quebec,,province,54146,5269,22350
2020-06-17,QC,Quebec,,province,54263,5298,22549
2020-06-18,QC,Quebec,,province,54383,5340,22754
2020-06-19,QC,Quebec,,province,54550,5375,22972
2020-06-20,QC,Quebec,,province,54674,5408,23201
2020-06-21,QC,Quebec,,province,54765,5417,23322
2020-06-22,QC,Quebec,,province,54834,5417,23506
2020-06-23,QC,Quebec,,province,54883,5424,23620
2020-06-24,QC,Quebec,,province,54937,5441,23710
2020-06-25,QC,Quebec,,province,55079,5448,23786
2020-06-26,QC,Quebec,,province,55079,5448,23786
2020-06-27,QC,Quebec,,province,55079,5448,23786
2020-06-28,QC,Quebec,,province,55079,5448,23786
2020-06-29,QC,Quebec,,province,55390,5485,24602
2020-06-30,QC,Quebec,,province,55458,5503,24798
2020-07-01,QC,Quebec,,province,55524,5527,24949
2020-07-02,QC,Quebec,,province,55593,5541,25034
2020-07-03,QC,Quebec,,province,55682,5560,25158
2020-07-04,QC,Quebec,,province,55784,5566,25280
2020-07-05,QC,Quebec,,province,55863,5574,25346
2020-07-06,QC,Quebec,,province,55937,5577,25378
2020-07-07,QC,Quebec,,province,55997,5590,25458
2020-07-08,QC,Quebec,,province,56079,5603,25534
2020-07-09,QC,Quebec,,province,56216,5609,25616
2020-07-10,QC,Quebec,,province,56316,5612,25675
2020-07-11,QC,Quebec,,province,56407,5620,25773
2020-07-12,QC,Quebec,,province,56521,5627,25862
2020-07-13,QC,Quebec,,province,56621,5628,25911
2020-07-14,QC,Quebec,,province,56730,5633,26025
2020-07-15,QC,Quebec,,province,56859,5636,26097
2020-07-16,QC,Quebec,,province,57001,5646,26253
2020-07-17,QC,Quebec,,province,57142,5647,49939
2020-07-18,QC,Quebec,,province,57300,5654,50027
2020-07-19,QC,Quebec,,province,57466,5655,50050
2020-07-20,QC,Quebec,,province,57616,5657,50190
2020-07-21,QC,Quebec,,province,57796,5658,50298
2020-07-22,QC,Quebec,,province,57938,5662,50373
2020-07-23,QC,Quebec,,province,58080,5662,50505
2020-07-24,QC,Quebec,,province,58243,5663,50615
2020-07-25,QC,Quebec,,province,58414,5666,50703
2020-07-26,QC,Quebec,,province,58583,5667,50812
2020-07-27,QC,Quebec,,province,58728,5667,50886
2020-07-28,QC,Quebec,,province,58897,5670,50886
2020-07-29,QC,Quebec,,province,59073,5670,50886
2020-07-30,QC,Quebec,,province,59131,5673,50886
2020-07-31,QC,Quebec,,province,59312,5674,50886
2020-08-01,QC,Quebec,,province,59458,5678,50886
2020-08-02,QC,Quebec,,province,59599,5681,50886
2020-08-03,QC,Quebec,,province,59722,5683,50886
2020-08-04,QC,Quebec,,province,59845,5685,50886
2020-08-05,QC,Quebec,,province,60000,5687,50886
2020-08-06,QC,Quebec,,province,60133,5687,50886
2020-08-07,QC,Quebec,,province,60241,5687,50886
2020-08-08,QC,Quebec,,province,60367,5692,50886
2020-08-09,QC,Quebec,,province,60471,5695,50886
2020-08-10,QC,Quebec,,province,60627,5696,53041
2020-08-11,QC,Quebec,,province,60718,5697,53135
2020-08-12,QC,Quebec,,province,60813,5709,53270
2020-08-13,QC,Quebec,,province,60917,5715,53441
2020-08-14,QC,Quebec,,province,61004,5718,53598
2020-08-15,QC,Quebec,,province,61084,5719,53709
2020-08-16,QC,Quebec,,province,61151,5720,53847
2020-08-17,QC,Quebec,,province,61206,5721,53930
2020-08-18,QC,Quebec,,province,61252,5727,54083
2020-08-19,QC,Quebec,,province,61316,5729,54238
2020-08-20,QC,Quebec,,province,61402,5730,54383
2020-08-21,QC,Quebec,,province,61495,5733,54472
2020-08-22,QC,Quebec,,province,61599,5739,54576
2020-08-23,QC,Quebec,,province,61673,5740,54682
2020-08-24,QC,Quebec,,province,61741,5744,54761
2020-08-25,QC,Quebec,,province,61803,5746,54850
2020-08-26,QC,Quebec,,province,61945,5746,54922
2020-08-27,QC,Quebec,,province,62056,5749,55008
2020-08-28,QC,Quebec,,province,62124,5751,55106
2020-08-29,QC,Quebec,,province,62232,5755,55235
2020-08-30,QC,Quebec,,province,62352,5758,55300
2020-08-31,QC,Quebec,,province,62492,5760,55353
2020-09-01,QC,Quebec,,province,62614,5762,55438
2020-09-02,QC,Quebec,,province,62746,5764,55515
2020-09-03,QC,Quebec,,province,62933,5765,55615
2020-09-04,QC,Quebec,,province,63117,5766,55724
2020-09-05,QC,Quebec,,province,63292,5768,55810
2020-09-06,QC,Quebec,,province,63497,5768,55871
2020-09-07,QC,Quebec,,province,63713,5769,55960
2020-09-08,QC,Quebec,,province,63876,5769,56162
2020-09-09,QC,Quebec,,province,64056,5770,56400
2020-09-10,QC,Quebec,,province,64244,5771,56624
2020-09-11,QC,Quebec,,province,64463,5774,56843
2020-09-12,QC,Quebec,,province,64707,5779,57054
2020-09-13,QC,Quebec,,province,64986,5780,57268
2020-09-14,QC,Quebec,,province,65262,5780,57428
2020-09-15,QC,Quebec,,province,65554,5785,57628
2020-09-16,QC,Quebec,,province,65857,5788,57804
2020-09-17,QC,Quebec,,province,66356,5791,58012
2020-09-18,QC,Quebec,,province,66653,5792,58218
2020-09-19,QC,Quebec,,province,67080,5797,58490
2020-09-20,QC,Quebec,,province,67542,5802,58796
2020-09-21,QC,Quebec,,province,68128,5804,59131
2020-09-22,QC,Quebec,,province,68617,5805,59450
2020-09-23,QC,Quebec,,province,69088,5809,59686
2020-09-24,QC,Quebec,,province,69670,5810,59943
2020-09-25,QC,Quebec,,province,70307,5814,60256
2020-09-26,QC,Quebec,,province,71005,5821,60660
2020-09-27,QC,Quebec,,province,71901,5825,61129
2020-09-28,QC,Quebec,,province,72651,5826,61629
2020-09-29,QC,Quebec,,province,73450,5833,62095
2020-09-30,QC,Quebec,,province,74288,5834,62564
2020-10-01,QC,Quebec,,province,75221,5850,63144
2020-10-02,QC,Quebec,,province,76273,5857,63683
2020-10-03,QC,Quebec,,province,77380,5867,64478
2020-10-04,QC,Quebec,,province,78459,5877,65304
2020-10-05,QC,Quebec,,province,79650,5882,66180
2020-10-06,QC,Quebec,,province,81014,5899,67033
2020-10-07,QC,Quebec,,province,81914,5906,67735
2020-10-08,QC,Quebec,,province,82992,5915,68585
2020-10-09,QC,Quebec,,province,84094,5936,69486
2020-10-10,QC,Quebec,,province,85191,5950,70696
2020-10-11,QC,Quebec,,province,86133,5953,71839
2020-10-12,QC,Quebec,,province,86976,5964,72857
2020-10-13,QC,Quebec,,province,87791,5969,73734
2020-10-14,QC,Quebec,,province,88994,5976,74483
2020-10-15,QC,Quebec,,province,89963,6005,75467
2020-10-16,QC,Quebec,,province,91018,6017,76512
2020-10-17,QC,Quebec,,province,92296,6031,77602
2020-10-18,QC,Quebec,,province,93389,6037,78559
2020-10-19,QC,Quebec,,province,94339,6043,79529
2020-10-20,QC,Quebec,,province,95216,6055,80468
2020-10-21,QC,Quebec,,province,96288,6074,81267
2020-10-22,QC,Quebec,,province,97321,6094,82033
2020-10-23,QC,Quebec,,province,98226,6106,82792
2020-10-24,QC,Quebec,,province,99235,6132,83819
