date,iso,province,city,place_type,cases,deaths,recovered
2020-01-25,AB,Alberta,,province,0,,
2020-01-26,AB,Alberta,,province,0,,
2020-01-27,AB,Alberta,,province,0,,
2020-01-28,AB,Alberta,,province,0,,
2020-01-29,AB,Alberta,,province,0,,
2020-01-30,AB,Alberta,,province,0,,
2020-01-31,AB,Alberta,,province,0,,
2020-02-01,AB,Alberta,,province,0,,
2020-02-02,AB,Alberta,,province,0,,
2020-02-03,AB,Alberta,,province,0,,
2020-02-04,AB,Alberta,,province,0,,
2020-02-05,AB,Alberta,,province,0,,
2020-02-06,AB,Alberta,,province,0,,
2020-02-07,AB,Alberta,,province,0,,
2020-02-08,AB,Alberta,,province,0,,
2020-02-09,AB,Alberta,,province,0,,
2020-02-10,AB,Alberta,,province,0,,
2020-02-11,AB,Alberta,,province,0,,
2020-02-12,AB,Alberta,,province,0,,0
2020-02-13,AB,Alberta,,province,0,,0
2020-02-14,AB,Alberta,,province,0,,0
2020-02-15,AB,Alberta,,province,0,,0
2020-02-16,AB,Alberta,,province,0,,0
2020-02-17,AB,Alberta,,province,0,,0
2020-02-18,AB,Alberta,,province,0,,0
2020-02-19,AB,Alberta,,province,0,,0
2020-02-20,AB,Alberta,,province,0,,0
2020-02-21,AB,Alberta,,province,0,,0
2020-02-22,AB,Alberta,,province,0,,0
2020-02-23,AB,Alberta,,province,0,,0
2020-02-24,AB,Alberta,,province,0,,0
2020-02-25,AB,Alberta,,province,0,,0
2020-02-26,AB,Alberta,,province,0,,0
2020-02-27,AB,Alberta,,province,0,,0
2020-02-28,AB,Alberta,,province,0,,0
2020-02-29,AB,Alberta,,province,0,,0
2020-03-01,AB,Alberta,,province,0,,0
2020-03-02,AB,Alberta,,province,0,,0
2020-03-03,AB,Alberta,,province,0,,0
2020-03-04,AB,Alberta,,province,0,,0
2020-03-05,AB,Alberta,,province,1,,0
2020-03-06,AB,Alberta,,province,2,,0
2020-03-07,AB,Alberta,,province,2,,0
2020-03-08,AB,Alberta,,province,4,0,0
2020-03-09,AB,Alberta,,province,14,0,0
2020-03-10,AB,Alberta,,province,14,0,0
2020-03-11,AB,Alberta,,province,19,0,0
2020-03-12,AB,Alberta,,province,23,0,0
2020-03-13,AB,Alberta,,province,29,0,0
2020-03-14,AB,Alberta,,province,39,0,0
2020-03-15,AB,Alberta,,province,56,0,0
2020-03-16,AB,Alberta,,province,74,0,0
2020-03-17,AB,Alberta,,province,97,0,0
2020-03-18,AB,Alberta,,province,119,0,0
