date,iso,province,city,place_type,cases,deaths,recovered
2020-03-22,ON,Ontario,,province,425,6,8
2020-03-23,ON,Ontario,,province,503,6,8
2020-03-24,ON,Ontario,,province,588,8,8
2020-03-25,ON,Ontario,,province,687,13,8
2020-03-26,ON,Ontario,,province,857,15,8
2020-03-27,ON,Ontario,,province,992,18,8
2020-03-28,ON,Ontario,,province,1143,19,8
2020-03-29,ON,Ontario,,province,1354,23,8
2020-03-30,ON,Ontario,,province,1704,34,431
2020-03-31,ON,Ontario,,province,1964,58,534
2020-04-01,ON,Ontario,,province,2834,68,689
2020-04-02,ON,Ontario,,province,3271,85,831
2020-04-03,ON,Ontario,,province,3662,103,1023
2020-04-04,ON,Ontario,,province,4007,132,1219
2020-04-05,ON,Ontario,,province,4425,142,1449
2020-04-06,ON,Ontario,,province,4826,162,1624
2020-04-07,ON,Ontario,,province,5365,189,1802
2020-04-08,ON,Ontario,,province,5826,211,2074
2020-04-09,ON,Ontario,,province,6386,233,2305
2020-04-10,ON,Ontario,,province,6799,267,2574
2020-04-11,ON,Ontario,,province,7254,284,2858
2020-04-12,ON,Ontario,,province,7708,296,3121
2020-04-13,ON,Ontario,,province,8224,329,3357
2020-04-14,ON,Ontario,,province,8774,395,3568
2020-04-15,ON,Ontario,,province,9288,444,3902
2020-04-16,ON,Ontario,,province,9819,498,4194
2020-04-17,ON,Ontario,,province,10443,532,4556
2020-04-18,ON,Ontario,,province,11010,571,4875
2020-04-19,ON,Ontario,,province,11554,604,5209
2020-04-20,ON,Ontario,,province,12207,648,5515
2020-04-21,ON,Ontario,,province,12702,696,5806
2020-04-22,ON,Ontario,,province,13404,757,6221
2020-04-23,ON,Ontario,,province,13988,798,6680
2020-04-24,ON,Ontario,,province,14480,850,7087
2020-04-25,ON,Ontario,,province,14901,898,7509
2020-04-26,ON,Ontario,,province,15390,945,8000
2020-04-27,ON,Ontario,,province,15817,1002,8525
2020-04-28,ON,Ontario,,province,16302,1050,8964
2020-04-29,ON,Ontario,,province,16775,1133,9612
2020-04-30,ON,Ontario,,province,17173,1176,10205
2020-05-01,ON,Ontario,,province,17723,1237,10825
2020-05-02,ON,Ontario,,province,18164,1264,11390
2020-05-03,ON,Ontario,,province,18407,1303,12005
2020-05-04,ON,Ontario,,province,18957,1423,12505
2020-05-05,ON,Ontario,,province,19340,1485,12779
2020-05-06,ON,Ontario,,province,19781,1544,13222
2020-05-07,ON,Ontario,,province,20271,1591,13569
2020-05-08,ON,Ontario,,province,20673,1644,13990
2020-05-09,ON,Ontario,,province,21013,1708,14383
2020-05-10,ON,Ontario,,province,21328,1726,14772
2020-05-11,ON,Ontario,,province,21687,1772,15131
2020-05-12,ON,Ontario,,province,22032,1837,15391
2020-05-13,ON,Ontario,,province,22385,1870,15845
2020-05-14,ON,Ontario,,province,22735,1898,16204
2020-05-15,ON,Ontario,,province,23128,1925,16641
2020-05-16,ON,Ontario,,province,23499,1959,17020
2020-05-17,ON,Ontario,,province,23828,1982,17360
2020-05-18,ON,Ontario,,province,24150,2002,17638
2020-05-19,ON,Ontario,,province,24653,2017,17898
2020-05-20,ON,Ontario,,province,25092,2065,18190
2020-05-21,ON,Ontario,,province,25497,2090,18509
2020-05-22,ON,Ontario,,province,25993,2112,18767
2020-05-23,ON,Ontario,,province,26463,2139,19146
2020-05-24,ON,Ontario,,province,26803,2163,19477
2020-05-25,ON,Ontario,,province,27222,2193,19698
2020-05-26,ON,Ontario,,province,27546,2216,19958
2020-05-27,ON,Ontario,,province,27863,2247,20372
2020-05-28,ON,Ontario,,province,28248,2275,20673
2020-05-29,ON,Ontario,,province,28619,2297,20983
2020-05-30,ON,Ontario,,province,28946,2316,21353
2020-05-31,ON,Ontario,,province,29316,2328,21810
2020-06-01,ON,Ontario,,province,29778,2336,22153
2020-06-02,ON,Ontario,,province,30193,2355,22484
2020-06-03,ON,Ontario,,province,30541,2373,22811
2020-06-04,ON,Ontario,,province,30882,2418,23208
2020-06-05,ON,Ontario,,province,31299,2428,23583
2020-06-06,ON,Ontario,,province,31551,2465,23947
2020-06-07,ON,Ontario,,province,32024,2484,24252
2020-06-08,ON,Ontario,,province,32336,2507,24492
2020-06-09,ON,Ontario,,province,32616,2519,24829
2020-06-10,ON,Ontario,,province,32874,2528,25380
2020-06-11,ON,Ontario,,province,33111,2544,25885
2020-06-12,ON,Ontario,,province,33323,2554,26187
2020-06-13,ON,Ontario,,province,33565,2564,26538
2020-06-14,ON,Ontario,,province,33745,2573,26961
2020-06-15,ON,Ontario,,province,33950,2580,27213
2020-06-16,ON,Ontario,,province,34142,2594,27431
2020-06-17,ON,Ontario,,province,34336,2600,27784
2020-06-18,ON,Ontario,,province,34523,2604,28004
2020-06-19,ON,Ontario,,province,34734,2614,28250
2020-06-20,ON,Ontario,,province,34916,2641,28468
2020-06-21,ON,Ontario,,province,35073,2646,28719
2020-06-22,ON,Ontario,,province,35297,2655,28933
2020-06-23,ON,Ontario,,province,35535,2665,29107
2020-06-24,ON,Ontario,,province,35737,2678,29336
2020-06-25,ON,Ontario,,province,35915,2690,29528
2020-06-26,ON,Ontario,,province,36029,2693,29754
2020-06-27,ON,Ontario,,province,36194,2702,29932
2020-06-28,ON,Ontario,,province,36446,2707,30107
2020-06-29,ON,Ontario,,province,36683,2717,30196
2020-06-30,ON,Ontario,,province,36834,2721,30344
2020-07-01,ON,Ontario,,province,36960,2725,30344
2020-07-02,ON,Ontario,,province,37118,2729,30730
2020-07-03,ON,Ontario,,province,37283,2732,30909
2020-07-04,ON,Ontario,,province,37401,2734,31083
2020-07-05,ON,Ontario,,province,37527,2735,31266
2020-07-06,ON,Ontario,,province,37706,2735,31426
2020-07-07,ON,Ontario,,province,37790,2736,31603
2020-07-08,ON,Ontario,,province,37953,2741,31805
2020-07-09,ON,Ontario,,province,38075,2743,31977
2020-07-10,ON,Ontario,,province,38192,2753,32155
2020-07-11,ON,Ontario,,province,38275,2753,32422
2020-07-12,ON,Ontario,,province,38343,2754,32534
2020-07-13,ON,Ontario,,province,38597,2760,32663
2020-07-14,ON,Ontario,,province,38680,2762,32785
2020-07-15,ON,Ontario,,province,38784,2771,32920
2020-07-16,ON,Ontario,,province,38901,2777,33061
2020-07-17,ON,Ontario,,province,39043,2782,33162
2020-07-18,ON,Ontario,,province,39248,2783,33294
2020-07-19,ON,Ontario,,province,39398,2786,33407
2020-07-20,ON,Ontario,,province,39541,2786,33513
2020-07-21,ON,Ontario,,province,39730,2789,33605
2020-07-22,ON,Ontario,,province,39872,2790,33812
2020-07-23,ON,Ontario,,province,40005,2790,33963
2020-07-24,ON,Ontario,,province,40218,2793,34100
2020-07-25,ON,Ontario,,province,40350,2795,34240
2020-07-26,ON,Ontario,,province,40456,2799,34359
2020-07-27,ON,Ontario,,province,40603,2800,34461
2020-07-28,ON,Ontario,,province,40723,2805,34567
2020-07-29,ON,Ontario,,province,40819,2807,34741
2020-07-30,ON,Ontario,,province,40920,2810,34906
2020-07-31,ON,Ontario,,province,41036,2812,35074
2020-08-01,ON,Ontario,,province,41150,2814,35237
2020-08-02,ON,Ontario,,province,41236,2815,35359
2020-08-03,ON,Ontario,,province,41316,2818,35359
2020-08-04,ON,Ontario,,province,41410,2821,35601
2020-08-05,ON,Ontario,,province,41488,2821,35747
2020-08-06,ON,Ontario,,province,41576,2822,35906
2020-08-07,ON,Ontario,,province,41664,2822,36024
2020-08-08,ON,Ontario,,province,41753,2824,36131
2020-08-09,ON,Ontario,,province,41814,2825,36279
2020-08-10,ON,Ontario,,province,41935,2825,36381
2020-08-11,ON,Ontario,,province,42031,2826,36456
2020-08-12,ON,Ontario,,province,42105,2826,36590
2020-08-13,ON,Ontario,,province,42175,2827,36689
2020-08-14,ON,Ontario,,province,42259,2828,36772
2020-08-15,ON,Ontario,,province,42362,2828,36873
2020-08-16,ON,Ontario,,province,42415,2828,36953
2020-08-17,ON,Ontario,,province,42542,2828,37036
2020-08-18,ON,Ontario,,province,42641,2829,37126
2020-08-19,ON,Ontario,,province,42744,2829,37215
2020-08-20,ON,Ontario,,province,42837,2830,37291
2020-08-21,ON,Ontario,,province,42983,2834,37397
2020-08-22,ON,Ontario,,province,43062,2834,37487
2020-08-23,ON,Ontario,,province,43164,2835,37595
2020-08-24,ON,Ontario,,province,43309,2835,37673
2020-08-25,ON,Ontario,,province,43399,2838,37748
2020-08-26,ON,Ontario,,province,43525,2839,37863
2020-08-27,ON,Ontario,,province,43658,2839,37940
2020-08-28,ON,Ontario,,province,43775,2846,38023
2020-08-29,ON,Ontario,,province,43892,2847,38126
2020-08-30,ON,Ontario,,province,43986,2847,38204
2020-08-31,ON,Ontario,,province,44139,2848,38277
2020-09-01,ON,Ontario,,province,44273,2849,38369
2020-09-02,ON,Ontario,,province,44411,2850,38506
2020-09-03,ON,Ontario,,province,44566,2851,38625
2020-09-04,ON,Ontario,,province,44689,2851,38741
2020-09-05,ON,Ontario,,province,44849,2851,38847
2020-09-06,ON,Ontario,,province,44975,2851,38958
2020-09-07,ON,Ontario,,province,45161,2852,38958
2020-09-08,ON,Ontario,,province,45401,2853,39196
2020-09-09,ON,Ontario,,province,45580,2854,39332
2020-09-10,ON,Ontario,,province,45747,2855,39474
2020-09-11,ON,Ontario,,province,45981,2855,39598
2020-09-12,ON,Ontario,,province,46166,2856,39717
2020-09-13,ON,Ontario,,province,46391,2857,39841
2020-09-14,ON,Ontario,,province,46760,2858,39974
2020-09-15,ON,Ontario,,province,47016,2862,40091
2020-09-16,ON,Ontario,,province,47344,2864,40245
2020-09-17,ON,Ontario,,province,47682,2864,40424
2020-09-18,ON,Ontario,,province,48084,2865,40600
2020-09-19,ON,Ontario,,province,48464,2866,40777
2020-09-20,ON,Ontario,,province,48758,2866,40968
2020-09-21,ON,Ontario,,province,49260,2869,41146
2020-09-22,ON,Ontario,,province,49784,2873,41342
2020-09-23,ON,Ontario,,province,50130,2876,41600
2020-09-24,ON,Ontario,,province,50523,2877,41886
2020-09-25,ON,Ontario,,province,51009,2877,42169
2020-09-26,ON,Ontario,,province,51487,2878,42507
2020-09-27,ON,Ontario,,province,51939,2879,42796
2020-09-28,ON,Ontario,,province,52699,2880,43127
2020-09-29,ON,Ontario,,province,53260,2884,43450
2020-09-30,ON,Ontario,,province,53903,2888,43907
2020-10-01,ON,Ontario,,province,54491,2891,44422
2020-10-02,ON,Ontario,,province,55217,2975,44850
2020-10-03,ON,Ontario,,province,55872,3015,45285
2020-10-04,ON,Ontario,,province,56368,3018,45819
2020-10-05,ON,Ontario,,province,57059,3027,46360
2020-10-06,ON,Ontario,,province,57627,3031,46906
2020-10-07,ON,Ontario,,province,58273,3032,47613
2020-10-08,ON,Ontario,,province,59108,3035,48308
2020-10-09,ON,Ontario,,province,60013,3040,49032
2020-10-10,ON,Ontario,,province,60889,3047,49732
2020-10-11,ON,Ontario,,province,61461,3049,50437
2020-10-12,ON,Ontario,,province,62215,3051,50437
2020-10-13,ON,Ontario,,province,63117,3060,51729
2020-10-14,ON,Ontario,,province,63879,3062,52512
2020-10-15,ON,Ontario,,province,64595,3071,53291
2020-10-16,ON,Ontario,,province,65507,3081,54004
2020-10-17,ON,Ontario,,province,66139,3085,54686
2020-10-18,ON,Ontario,,province,66771,3090,55371
2020-10-19,ON,Ontario,,province,67524,3094,55978
2020-10-20,ON,Ontario,,province,68317,3098,56606
2020-10-21,ON,Ontario,,province,69132,3107,57325
2020-10-22,ON,Ontario,,province,70017,3116,58066
2020-10-23,ON,Ontario,,province,70879,3123,58799
2020-10-24,ON,Ontario,,province,71894,3126,59424
2020-10-25,ON,Ontario,,province,72868,3133,60160
2020-10-26,ON,Ontario,,province,73740,3139,60839
2020-10-27,ON,Ontario,,province,74606,3144,61530
2020-10-28,ON,Ontario,,province,75404,3151,62303
2020-10-29,ON,Ontario,,province,76382,3161,63123
2020-10-30,ON,Ontario,,province,77392,3172,63919
2020-10-31,ON,Ontario,,province,78260,3178,64717
2020-11-01,ON,Ontario,,province,79204,3186,65581
2020-11-02,ON,Ontario,,province,80301,3196,66407
2020-11-03,ON,Ontario,,province,81425,3212,67244
2020-11-04,ON,Ontario,,province,82414,3227,68189
2020-11-05,ON,Ontario,,province,83430,3242,69137
2020-11-06,ON,Ontario,,province,84491,3259,70086
2020-11-07,ON,Ontario,,province,85717,3269,70938
2020-11-08,ON,Ontario,,province,86891,3277,71815
2020-11-09,ON,Ontario,,province,88381,3293,72636
2020-11-10,ON,Ontario,,province,89932,3309,73417
2020-11-11,ON,Ontario,,province,91280,3331,74303
2020-11-12,ON,Ontario,,province,92861,3345,75220
2020-11-13,ON,Ontario,,province,94288,3361,76238
2020-11-14,ON,Ontario,,province,95657,3378,77241
2020-11-15,ON,Ontario,,province,97014,3397,78303
2020-11-16,ON,Ontario,,province,98470,3407,79295
2020-11-17,ON,Ontario,,province,99920,3423,80430
2020-11-18,ON,Ontario,,province,101200,3455,81925
2020-11-19,ON,Ontario,,province,102563,3479,83301
2020-11-20,ON,Ontario,,province,104026,3491,84716
2020-11-21,ON,Ontario,,province,105537,3511,86079
2020-11-22,ON,Ontario,,province,106964,3524,87508
2020-11-23,ON,Ontario,,province,108368,3540,88992
2020-11-24,ON,Ontario,,province,109764,3562,90074
2020-11-25,ON,Ontario,,province,111233,3593,91550
2020-11-26,ON,Ontario,,province,112805,3612,92915
2020-11-27,ON,Ontario,,province,114649,3638,94366
2020-11-28,ON,Ontario,,province,116362,3661,95876
2020-11-29,ON,Ontario,,province,117985,3681,97319
2020-11-30,ON,Ontario,,province,119758,3694,98639
2020-12-01,ON,Ontario,,province,121791,3709,100012
2020-12-02,ON,Ontario,,province,123605,3742,101698
2020-12-03,ON,Ontario,,province,125149,3757,103239
2020-12-04,ON,Ontario,,province,127051,3789,104792
2020-12-05,ON,Ontario,,province,128837,3803,106416
2020-12-06,ON,Ontario,,province,130808,3830,107990
2020-12-07,ON,Ontario,,province,132745,3848,109402
2020-12-08,ON,Ontario,,province,134631,3864,110951
2020-12-09,ON,Ontario,,province,136556,3899,112875
2020-12-10,ON,Ontario,,province,138491,3934,114679
2020-12-11,ON,Ontario,,province,140304,3959,116432
2020-12-12,ON,Ontario,,province,142086,3983,118350
2020-12-13,ON,Ontario,,province,143738,3998,120028
2020-12-14,ON,Ontario,,province,146067,4020,121563
2020-12-15,ON,Ontario,,province,148147,4047,123373
2020-12-16,ON,Ontario,,province,150400,4081,125416
2020-12-17,ON,Ontario,,province,152877,4109,127425
2020-12-18,ON,Ontario,,province,155159,4139,129417
2020-12-19,ON,Ontario,,province,157648,4179,131282
2020-12-20,ON,Ontario,,province,159608,4193,133213
2020-12-21,ON,Ontario,,province,162000,4217,134867
2020-12-22,ON,Ontario,,province,164281,4249,136767
2020-12-23,ON,Ontario,,province,166771,4295,139010
2020-12-24,ON,Ontario,,province,169131,4344,141023
2020-12-25,ON,Ontario,,province,169577,4345,141023
2020-12-26,ON,Ontario,,province,171344,4354,145173
2020-12-27,ON,Ontario,,province,173308,4370,147178
2020-12-28,ON,Ontario,,province,177040,4485,149329
2020-12-29,ON,Ontario,,province,180098,4513,151562
2020-12-30,ON,Ontario,,province,183098,4557,153799
2020-12-31,ON,Ontario,,province,186341,4602,156012
2021-01-01,ON,Ontario,,province,187096,4614,158472
2021-01-02,ON,Ontario,,province,190957,4650,160526
2021-01-03,ON,Ontario,,province,195098,4692,162701
2021-01-04,ON,Ontario,,province,198866,4733,164775
2021-01-05,ON,Ontario,,province,202136,4788,166790
2021-01-06,ON,Ontario,,province,205189,4860,169795
2021-01-07,ON,Ontario,,province,208571,4916,172571
2021-01-08,ON,Ontario,,province,212812,4969,175309
2021-01-09,ON,Ontario,,province,216585,5014,178224
2021-01-10,ON,Ontario,,province,220015,5041,180720
2021-01-11,ON,Ontario,,province,223899,5085,183476
2021-01-12,ON,Ontario,,province,226586,5146,186829
2021-01-13,ON,Ontario,,province,229856,5217,190221
2021-01-14,ON,Ontario,,province,233096,5272,193814
2021-01-15,ON,Ontario,,province,236149,5331,197194
2021-01-16,ON,Ontario,,province,239066,5389,200406
2021-01-17,ON,Ontario,,province,242015,5458,203484
2021-01-18,ON,Ontario,,province,244660,5491,206310
2021-01-19,ON,Ontario,,province,247077,5545,209183
2021-01-20,ON,Ontario,,province,249526,5632,212897
2021-01-21,ON,Ontario,,province,252427,5685,215887
2021-01-22,ON,Ontario,,province,254892,5753,219262
2021-01-23,ON,Ontario,,province,257114,5795,222287
2021-01-24,ON,Ontario,,province,259088,5833,225046
2021-01-25,ON,Ontario,,province,261276,5899,227494
2021-01-26,ON,Ontario,,province,263083,5954,229755
2021-01-27,ON,Ontario,,province,264840,6004,232480
2021-01-28,ON,Ontario,,province,266896,6050,234971
2021-01-29,ON,Ontario,,province,268843,6124,237871
2021-01-30,ON,Ontario,,province,270579,6182,240494
2021-01-31,ON,Ontario,,province,272407,6208,242807
2021-02-01,ON,Ontario,,province,274337,6252,244939
2021-02-02,ON,Ontario,,province,275201,6292,247236
2021-02-03,ON,Ontario,,province,276388,6340,248981
2021-02-04,ON,Ontario,,province,277980,6397,250937
2021-02-05,ON,Ontario,,province,279618,6449,253170
2021-02-06,ON,Ontario,,province,280981,6493,254966
2021-02-07,ON,Ontario,,province,282349,6508,256903
2021-02-08,ON,Ontario,,province,283637,6539,258603
2021-02-09,ON,Ontario,,province,284620,6575,259991
2021-02-10,ON,Ontario,,province,285750,6606,261700
2021-02-11,ON,Ontario,,province,286715,6633,263044
2021-02-12,ON,Ontario,,province,288079,6653,264459
2021-02-13,ON,Ontario,,province,289355,6676,265893
2021-02-14,ON,Ontario,,province,289936,6682,267128
2021-02-15,ON,Ontario,,province,290923,6688,268301
2021-02-16,ON,Ontario,,province,292116,6729,269413
2021-02-17,ON,Ontario,,province,293089,6744,270869
2021-02-18,ON,Ontario,,province,294207,6800,272146
2021-02-19,ON,Ontario,,province,295391,6838,273401
2021-02-20,ON,Ontario,,province,296493,6858,274714
2021-02-21,ON,Ontario,,province,297555,6868,275854
2021-02-22,ON,Ontario,,province,298734,6877,276937
2021-02-23,ON,Ontario,,province,299763,6894,277939
2021-02-24,ON,Ontario,,province,300859,6906,279230
2021-02-25,ON,Ontario,,province,302045,6926,280324
2021-02-26,ON,Ontario,,province,303340,6952,281331
2021-02-27,ON,Ontario,,province,304363,6972,282315
2021-02-28,ON,Ontario,,province,305350,6984,283344
2021-03-01,ON,Ontario,,province,306548,6993,284283
2021-03-02,ON,Ontario,,province,307481,7006,285262
2021-03-03,ON,Ontario,,province,308402,7021,286352
2021-03-04,ON,Ontario,,province,309597,7035,287424
2021-03-05,ON,Ontario,,province,310707,7051,288583
2021-03-06,ON,Ontario,,province,311797,7057,289735
2021-03-07,ON,Ontario,,province,313142,7067,290840
2021-03-08,ON,Ontario,,province,314787,7077,291834
2021-03-09,ON,Ontario,,province,316083,7090,292806
2021-03-10,ON,Ontario,,province,317249,7103,294018
2021-03-11,ON,Ontario,,province,318602,7115,295128
2021-03-12,ON,Ontario,,province,320074,7132,296252
2021-03-13,ON,Ontario,,province,321600,7140,297403
2021-03-14,ON,Ontario,,province,323043,7152,298570
2021-03-15,ON,Ontario,,province,324386,7162,299684
2021-03-16,ON,Ontario,,province,325656,7174,300769
2021-03-17,ON,Ontario,,province,327217,7187,302257
2021-03-18,ON,Ontario,,province,328864,7199,303493
2021-03-19,ON,Ontario,,province,330735,7210,304789
2021-03-20,ON,Ontario,,province,332569,7225,306050
2021-03-21,ON,Ontario,,province,334184,7235,307403
2021-03-22,ON,Ontario,,province,335979,7242,308578
2021-03-23,ON,Ontario,,province,337619,7253,309849
2021-03-24,ON,Ontario,,province,339141,7265,311380
2021-03-25,ON,Ontario,,province,341587,7282,312709
2021-03-26,ON,Ontario,,province,343870,7291,314384
2021-03-27,ON,Ontario,,province,346372,7302,315865
2021-03-28,ON,Ontario,,province,348607,7316,317408
2021-03-29,ON,Ontario,,province,350899,7326,318932
2021-03-30,ON,Ontario,,province,353338,7345,320409
2021-03-31,ON,Ontario,,province,355931,7364,322382
2021-04-01,ON,Ontario,,province,358500,7396,324196
2021-04-02,ON,Ontario,,province,361045,7410,326121
2021-04-03,ON,Ontario,,province,364444,7422,327940
2021-04-04,ON,Ontario,,province,367111,7433,327940
2021-04-05,ON,Ontario,,province,370042,7440,331600
2021-04-06,ON,Ontario,,province,373985,7457,333576
2021-04-07,ON,Ontario,,province,377519,7477,335983
2021-04-08,ON,Ontario,,province,381053,7491,338559
2021-04-09,ON,Ontario,,province,385219,7506,341200
2021-04-10,ON,Ontario,,province,389025,7523,343622
2021-04-11,ON,Ontario,,province,393410,7540,346239
2021-04-12,ON,Ontario,,province,398030,7555,348684
2021-04-13,ON,Ontario,,province,401544,7583,351257
2021-04-14,ON,Ontario,,province,406246,7609,354417
2021-04-15,ON,Ontario,,province,411053,7640,357591
2021-04-16,ON,Ontario,,province,415853,7666,360742
2021-04-17,ON,Ontario,,province,419643,7694,364353
2021-04-18,ON,Ontario,,province,424025,7718,367691
2021-04-19,ON,Ontario,,province,428725,7733,370844
2021-04-20,ON,Ontario,,province,432197,7759,374213
2021-04-21,ON,Ontario,,province,436122,7805,378417
2021-04-22,ON,Ontario,,province,440518,7829,383014
2021-04-23,ON,Ontario,,province,444868,7860,387712
2021-04-24,ON,Ontario,,province,448681,7881,392044
2021-04-25,ON,Ontario,,province,452302,7905,396283
2021-04-26,ON,Ontario,,province,456086,7932,400340
2021-04-27,ON,Ontario,,province,459314,7960,404248
2021-04-28,ON,Ontario,,province,463153,8000,408606
2021-04-29,ON,Ontario,,province,468200,8041,413010
2021-04-30,ON,Ontario,,province,471902,8066,417252
2021-05-01,ON,Ontario,,province,475118,8076,421216
2021-05-02,ON,Ontario,,province,478615,8083,425163
2021-05-03,ON,Ontario,,province,481562,8124,428786
2021-05-04,ON,Ontario,,province,484371,8160,432109
2021-05-05,ON,Ontario,,province,487769,8193,436470
2021-05-06,ON,Ontario,,province,491025,8219,440467
2021-05-07,ON,Ontario,,province,494032,8242,444342
2021-05-08,ON,Ontario,,province,496762,8258,447938
2021-05-09,ON,Ontario,,province,499694,8271,451591
2021-05-10,ON,Ontario,,province,502328,8315,454701
2021-05-11,ON,Ontario,,province,504405,8336,457599
2021-05-12,ON,Ontario,,province,507089,8371,461076
2021-05-13,ON,Ontario,,province,509595,8408,464531
2021-05-14,ON,Ontario,,province,512135,8432,468033
2021-05-15,ON,Ontario,,province,514543,8444,471096
2021-05-16,ON,Ontario,,province,516578,8448,474175
2021-05-17,ON,Ontario,,province,518492,8482,477128
2021-05-18,ON,Ontario,,province,519898,8499,479630
2021-05-19,ON,Ontario,,province,522273,8520,482749
2021-05-20,ON,Ontario,,province,524335,8548,485512
2021-05-21,ON,Ontario,,province,526050,8579,488201
2021-05-22,ON,Ontario,,province,527759,8585,490721
2021-05-23,ON,Ontario,,province,529314,8595,493179
2021-05-24,ON,Ontario,,province,529830,8599,495251
2021-05-25,ON,Ontario,,province,531719,8646,497269
2021-05-26,ON,Ontario,,province,532821,8673,499640
2021-05-27,ON,Ontario,,province,533972,8689,501942
2021-05-28,ON,Ontario,,province,535135,8705,504304
2021-05-29,ON,Ontario,,province,536130,8712,506361
2021-05-30,ON,Ontario,,province,537026,8720,508428
2021-05-31,ON,Ontario,,province,538011,8745,510135
2021-06-01,ON,Ontario,,province,538682,8758,511703
2021-06-02,ON,Ontario,,province,539620,8782,513436
2021-06-03,ON,Ontario,,province,540510,8797,514999
2021-06-04,ON,Ontario,,province,541423,8820,516396
2021-06-05,ON,Ontario,,province,541896,8828,517638
2021-06-06,ON,Ontario,,province,542523,8834,518860
2021-06-07,ON,Ontario,,province,543101,8861,519801
2021-06-08,ON,Ontario,,province,543510,8882,520811
2021-06-09,ON,Ontario,,province,544051,8904,521743
2021-06-10,ON,Ontario,,province,544611,8917,522682
2021-06-11,ON,Ontario,,province,545137,8924,523532
2021-06-12,ON,Ontario,,province,545546,8930,524362
2021-06-13,ON,Ontario,,province,545944,8930,525125
2021-06-14,ON,Ontario,,province,546474,8945,525795
2021-06-15,ON,Ontario,,province,546804,8955,526440
2021-06-16,ON,Ontario,,province,547241,8985,527162
2021-06-17,ON,Ontario,,province,547601,8993,527797
2021-06-18,ON,Ontario,,province,547938,9005,528421
2021-06-19,ON,Ontario,,province,548230,9009,529002
2021-06-20,ON,Ontario,,province,548470,9012,529506
2021-06-21,ON,Ontario,,province,548938,9048,529992
2021-06-22,ON,Ontario,,province,549153,9062,530434
2021-06-23,ON,Ontario,,province,549416,9071,530894
2021-06-24,ON,Ontario,,province,549723,9079,531278
2021-06-25,ON,Ontario,,province,550020,9089,531571
2021-06-26,ON,Ontario,,province,550277,9094,532074
2021-06-27,ON,Ontario,,province,550476,9095,532453
2021-06-28,ON,Ontario,,province,550894,9114,532779
2021-06-29,ON,Ontario,,province,551046,9135,533150
2021-06-30,ON,Ontario,,province,551311,9156,533472
2021-07-01,ON,Ontario,,province,551392,9158,533472
2021-07-02,ON,Ontario,,province,551760,9173,534010
2021-07-03,ON,Ontario,,province,551917,9176,534272
2021-07-04,ON,Ontario,,province,552063,9178,534558
