date,iso,province,city,place_type,cases,deaths,recovered
2020-01-25,NB,New Brunswick,,province,0,,
2020-01-26,NB,New Brunswick,,province,0,,
2020-01-27,NB,New Brunswick,,province,0,,
2020-01-28,NB,New Brunswick,,province,0,,
2020-01-29,NB,New Brunswick,,province,0,,
2020-01-30,NB,New Brunswick,,province,0,,
2020-01-31,NB,New Brunswick,,province,0,,
2020-02-01,NB,New Brunswick,,province,0,,
2020-02-02,NB,New Brunswick,,province,0,,
2020-02-03,NB,New Brunswick,,province,0,,
2020-02-04,NB,New Brunswick,,province,0,,
2020-02-05,NB,New Brunswick,,province,0,,
2020-02-06,NB,New Brunswick,,province,0,,
2020-02-07,NB,New Brunswick,,province,0,,
2020-02-08,NB,New Brunswick,,province,0,,
2020-02-09,NB,New Brunswick,,province,0,,
2020-02-10,NB,New Brunswick,,province,0,,
2020-02-11,NB,New Brunswick,,province,0,,
2020-02-12,NB,New Brunswick,,province,0,,0
2020-02-13,NB,New Brunswick,,province,0,,0
2020-02-14,NB,New Brunswick,,province,0,,0
2020-02-15,NB,New Brunswick,,province,0,,0
2020-02-16,NB,New Brunswick,,province,0,,0
2020-02-17,NB,New Brunswick,,province,0,,0
2020-02-18,NB,New Brunswick,,province,0,,0
2020-02-19,NB,New Brunswick,,province,0,,0
2020-02-20,NB,New Brunswick,,province,0,,0
2020-02-21,NB,New Brunswick,,province,0,,0
2020-02-22,NB,New Brunswick,,province,0,,0
2020-02-23,NB,New Brunswick,,province,0,,0
2020-02-24,NB,New Brunswick,,province,0,,0
2020-02-25,NB,New Brunswick,,province,0,,0
2020-02-26,NB,New Brunswick,,province,0,,0
2020-02-27,NB,New Brunswick,,province,0,,0
2020-02-28,NB,New Brunswick,,province,0,,0
2020-02-29,NB,New Brunswick,,province,0,,0
2020-03-01,NB,New Brunswick,,province,0,,0
2020-03-02,NB,New Brunswick,,province,0,,0
2020-03-03,NB,New Brunswick,,province,0,,0
2020-03-04,NB,New Brunswick,,province,0,,0
2020-03-05,NB,New Brunswick,,province,0,,0
2020-03-06,NB,New Brunswick,,province,0,,0
