date,state,city,place_type,confirmed,deaths,order_for_place,is_last,estimated_population_2019,estimated_population,city_ibge_code,confirmed_per_100k_inhabitants,death_rate
2020-07-20,PI,,state,40276,1140,123,False,3273227,3281480,22,1227.37301,0.0283
2020-07-19,PI,,state,39606,1118,122,False,3273227,3281480,22,1206.95540,0.0282
2020-07-18,PI,,state,39296,1100,121,False,3273227,3281480,22,1197.50844,0.0280
2020-07-17,PI,,state,38568,1083,120,False,3273227,3281480,22,1175.32333,0.0281
2020-07-16,PI,,state,37057,1065,119,False,3273227,3281480,22,1129.27703,0.0287
2020-07-15,PI,,state,36542,1043,118,False,3273227,3281480,22,1113.58290,0.0285
2020-07-14,PI,,state,35445,1019,117,False,3273227,3281480,22,1080.15286,0.0287
2020-07-13,PI,,state,34156,992,116,False,3273227,3281480,22,1040.87180,0.0290
2020-07-12,PI,,state,33359,960,115,False,3273227,3281480,22,1016.58398,0.0288
2020-07-11,PI,,state,32963,936,114,False,3273227,3281480,22,1004.51625,0.0284
2020-07-10,PI,,state,32465,914,113,False,3273227,3281480,22,989.34018,0.0282
2020-07-09,PI,,state,31269,896,112,False,3273227,3281480,22,952.89321,0.0287
2020-07-08,PI,,state,29745,884,111,False,3273227,3281480,22,906.45075,0.0297
2020-07-07,PI,,state,28411,858,110,False,3273227,3281480,22,865.79836,0.0302
2020-07-06,PI,,state,27514,834,109,False,3273227,3281480,22,838.46313,0.0303
2020-07-05,PI,,state,26511,809,108,False,3273227,3281480,22,807.89766,0.0305
2020-07-04,PI,,state,26079,784,107,False,3273227,3281480,22,794.73286,0.0301
2020-07-03,PI,,state,25561,762,106,False,3273227,3281480,22,778.94730,0.0298
2020-07-02,PI,,state,24376,726,105,False,3273227,3281480,22,742.83555,0.0298
2020-07-01,PI,,state,23307,697,104,False,3273227,3281480,22,710.25879,0.0299
2020-06-30,PI,,state,22059,686,103,False,3273227,3281480,22,672.22717,0.0311
2020-06-29,PI,,state,20422,663,102,False,3273227,3281480,22,622.34114,0.0325
2020-06-28,PI,,state,19753,643,101,False,3273227,3281480,22,601.95400,0.0326
2020-06-27,PI,,state,19158,615,100,False,3273227,3281480,22,583.82193,0.0321
2020-06-26,PI,,state,18665,592,99,False,3273227,3281480,22,568.79823,0.0317
2020-06-25,PI,,state,18023,574,98,False,3273227,3281480,22,549.23388,0.0318
2020-06-24,PI,,state,17080,546,97,False,3273227,3281480,22,520.49685,0.0320
2020-06-23,PI,,state,16227,534,96,False,3273227,3281480,22,494.50248,0.0329
2020-06-22,PI,,state,15269,517,95,False,3273227,3281480,22,465.30834,0.0339
2020-06-21,PI,,state,14476,502,94,False,3273227,3281480,22,441.14241,0.0347
2020-06-20,PI,,state,14264,485,93,False,3273227,3281480,22,434.68191,0.0340
2020-06-19,PI,,state,13813,459,92,False,3273227,3281480,22,420.93811,0.0332
2020-06-18,PI,,state,12567,435,91,False,3273227,3281480,22,382.96744,0.0346
2020-06-17,PI,,state,12099,421,90,False,3273227,3281480,22,368.70558,0.0348
2020-06-16,PI,,state,11559,398,89,False,3273227,3281480,22,352.24959,0.0344
2020-06-15,PI,,state,10881,393,88,False,3273227,3281480,22,331.58819,0.0361
2020-06-14,PI,,state,10357,374,87,False,3273227,3281480,22,315.61978,0.0361
2020-06-13,PI,,state,10153,360,86,False,3273227,3281480,22,309.40307,0.0355
2020-06-12,PI,,state,9825,335,85,False,3273227,3281480,22,299.40758,0.0341
2020-06-11,PI,,state,9337,317,84,False,3273227,3281480,22,284.53625,0.0340
2020-06-10,PI,,state,8823,299,83,False,3273227,3281480,22,268.87258,0.0339
2020-06-09,PI,,state,8359,283,82,False,3273227,3281480,22,254.73262,0.0339
2020-06-08,PI,,state,7927,265,81,False,3273227,3281480,22,241.56783,0.0334
2020-06-07,PI,,state,7621,254,80,False,3273227,3281480,22,232.24277,0.0333
2020-06-06,PI,,state,7478,239,79,False,3273227,3281480,22,227.88498,0.0320
2020-06-05,PI,,state,7105,224,78,False,3273227,3281480,22,216.51816,0.0315
2020-06-04,PI,,state,6717,217,77,False,3273227,3281480,22,204.69422,0.0323
2020-06-03,PI,,state,6064,202,76,False,3273227,3281480,22,184.79467,0.0333
2020-06-02,PI,,state,5828,192,75,False,3273227,3281480,22,177.60279,0.0329
2020-06-01,PI,,state,5506,180,74,False,3273227,3281480,22,167.79014,0.0327
2020-05-31,PI,,state,5119,168,73,False,3273227,3281480,22,155.99668,0.0328
2020-05-30,PI,,state,4931,161,72,False,3273227,3281480,22,150.26756,0.0327
2020-05-29,PI,,state,4745,157,71,False,3273227,3281480,22,144.59939,0.0331
2020-05-28,PI,,state,4503,146,70,False,3273227,3281480,22,137.22467,0.0324
2020-05-27,PI,,state,4243,138,69,False,3273227,3281480,22,129.30141,0.0325
2020-05-26,PI,,state,3966,134,68,False,3273227,3281480,22,120.86010,0.0338
2020-05-25,PI,,state,3720,119,67,False,3273227,3281480,22,113.36348,0.0320
2020-05-24,PI,,state,3550,110,66,False,3273227,3281480,22,108.18289,0.0310
2020-05-23,PI,,state,3390,107,65,False,3273227,3281480,22,103.30704,0.0316
2020-05-22,PI,,state,3258,99,64,False,3273227,3281480,22,99.28447,0.0304
2020-05-21,PI,,state,3074,93,63,False,3273227,3281480,22,93.67724,0.0303
2020-05-20,PI,,state,2852,91,62,False,3273227,3281480,22,86.91200,0.0319
2020-05-19,PI,,state,2637,87,61,False,3273227,3281480,22,80.36008,0.0330
2020-05-18,PI,,state,2440,85,60,False,3273227,3281480,22,74.35669,0.0348
2020-05-17,PI,,state,2287,80,59,False,3273227,3281480,22,69.69416,0.0350
2020-05-16,PI,,state,2252,72,58,False,3273227,3281480,22,68.62757,0.0320
2020-05-15,PI,,state,2085,65,57,False,3273227,3281480,22,63.53840,0.0312
2020-05-14,PI,,state,1905,60,56,False,3273227,3281480,22,58.05307,0.0315
2020-05-13,PI,,state,1784,60,55,False,3273227,3281480,22,54.36571,0.0336
2020-05-12,PI,,state,1612,57,54,False,3273227,3281480,22,49.12418,0.0354
2020-05-11,PI,,state,1443,49,53,False,3273227,3281480,22,43.97406,0.0340
2020-05-10,PI,,state,1332,45,52,False,3273227,3281480,22,40.59144,0.0338
2020-05-09,PI,,state,1278,42,51,False,3273227,3281480,22,38.94584,0.0329
2020-05-08,PI,,state,1233,38,50,False,3273227,3281480,22,37.57451,0.0308
2020-05-07,PI,,state,1131,37,49,False,3273227,3281480,22,34.46616,0.0327
2020-05-06,PI,,state,1051,35,48,False,3273227,3281480,22,32.02823,0.0333
2020-05-05,PI,,state,949,30,47,False,3273227,3281480,22,28.91988,0.0316
2020-05-04,PI,,state,875,29,46,False,3273227,3281480,22,26.66480,0.0331
2020-05-03,PI,,state,784,28,45,False,3273227,3281480,22,23.89166,0.0357
2020-05-02,PI,,state,742,28,44,False,3273227,3281480,22,22.61175,0.0377
2020-05-01,PI,,state,665,26,43,False,3273227,3281480,22,20.26525,0.0391
2020-04-30,PI,,state,600,24,42,False,3273227,3281480,22,18.28443,0.0400
2020-04-29,PI,,state,513,24,41,False,3273227,3281480,22,15.63319,0.0468
2020-04-28,PI,,state,454,24,40,False,3273227,3281480,22,13.83522,0.0529
2020-04-27,PI,,state,408,21,39,False,3273227,3281480,22,12.43341,0.0515
2020-04-26,PI,,state,364,20,38,False,3273227,3281480,22,11.09256,0.0549
2020-04-25,PI,,state,331,18,37,False,3273227,3281480,22,10.08691,0.0544
2020-04-24,PI,,state,297,17,36,False,3273227,3281480,22,9.05079,0.0572
2020-04-23,PI,,state,256,16,35,False,3273227,3281480,22,7.80136,0.0625
2020-04-22,PI,,state,217,15,34,False,3273227,3281480,22,6.61287,0.0691
2020-04-21,PI,,state,206,15,33,False,3273227,3281480,22,6.27766,0.0728
2020-04-20,PI,,state,186,14,32,False,3273227,3281480,22,5.66817,0.0753
2020-04-19,PI,,state,158,12,31,False,3273227,3281480,22,4.81490,0.0759
2020-04-18,PI,,state,144,10,30,False,3273227,3281480,22,4.38826,0.0694
2020-04-17,PI,,state,123,9,29,False,3273227,3281480,22,3.74831,0.0732
2020-04-16,PI,,state,102,8,28,False,3273227,3281480,22,3.10835,0.0784
2020-04-15,PI,,state,91,8,27,False,3273227,3281480,22,2.77314,0.0879
2020-04-14,PI,,state,75,8,26,False,3273227,3281480,22,2.28555,0.1067
2020-04-13,PI,,state,58,8,25,False,3273227,3281480,22,1.76750,0.1379
2020-04-12,PI,,state,51,7,24,False,3273227,3281480,22,1.55418,0.1373
2020-04-11,PI,,state,44,7,23,False,3273227,3281480,22,1.34086,0.1591
2020-04-10,PI,,state,41,7,22,False,3273227,3281480,22,1.24944,0.1707
2020-04-09,PI,,state,40,7,21,False,3273227,3281480,22,1.21896,0.1750
2020-04-08,PI,,state,38,6,20,False,3273227,3281480,22,1.15801,0.1579
2020-04-07,PI,,state,31,5,19,False,3273227,3281480,22,0.94470,0.1613
2020-04-06,PI,,state,26,4,18,False,3273227,3281480,22,0.79233,0.1538
2020-04-05,PI,,state,24,4,17,False,3273227,3281480,22,0.73138,0.1667
2020-04-04,PI,,state,24,4,16,False,3273227,3281480,22,0.73138,0.1667
2020-04-03,PI,,state,22,4,15,False,3273227,3281480,22,0.67043,0.1818
2020-04-02,PI,,state,19,4,14,False,3273227,3281480,22,0.57901,0.2105
2020-04-01,PI,,state,19,4,13,False,3273227,3281480,22,0.57901,0.2105
2020-03-31,PI,,state,18,4,12,False,3273227,3281480,22,0.54853,0.2222
2020-03-30,PI,,state,18,4,11,False,3273227,3281480,22,0.54853,0.2222
2020-03-28,PI,,state,11,1,10,False,3273227,3281480,22,0.33521,0.0909
2020-03-27,PI,,state,10,1,9,False,3273227,3281480,22,0.30474,0.1000
2020-03-26,PI,,state,9,0,8,False,3273227,3281480,22,0.27427,0.0000
2020-03-25,PI,,state,8,0,7,False,3273227,3281480,22,0.24379,0.0000
2020-03-24,PI,,state,8,0,6,False,3273227,3281480,22,0.24379,0.0000
2020-03-23,PI,,state,6,0,5,False,3273227,3281480,22,0.18284,0.0000
2020-03-22,PI,,state,6,0,4,False,3273227,3281480,22,0.18284,0.0000
2020-03-21,PI,,state,4,0,3,False,3273227,3281480,22,0.12190,0.0000
2020-03-20,PI,,state,4,0,2,False,3273227,3281480,22,0.12190,0.0000
2020-03-19,PI,,state,3,0,1,False,3273227,3281480,22,0.09142,0.0000
2020-10-24,PI,Acauã,city,43,0,143,True,7084,7102,2200053,605.46325,0.0000
2020-10-23,PI,Acauã,city,43,0,142,False,7084,7102,2200053,605.46325,0.0000
2020-10-22,PI,Acauã,city,42,0,141,False,7084,7102,2200053,591.38271,0.0000
2020-10-21,PI,Acauã,city,42,0,140,False,7084,7102,2200053,591.38271,0.0000
2020-10-20,PI,Acauã,city,42,0,139,False,7084,7102,2200053,591.38271,0.0000
2020-10-19,PI,Acauã,city,42,0,138,False,7084,7102,2200053,591.38271,0.0000
2020-10-18,PI,Acauã,city,42,0,137,False,7084,7102,2200053,591.38271,0.0000
2020-10-17,PI,Acauã,city,42,0,136,False,7084,7102,2200053,591.38271,0.0000
2020-10-16,PI,Acauã,city,42,0,135,False,7084,7102,2200053,591.38271,0.0000
2020-10-15,PI,Acauã,city,42,0,134,False,7084,7102,2200053,591.38271,0.0000
2020-10-14,PI,Acauã,city,42,0,133,False,7084,7102,2200053,591.38271,0.0000
2020-10-13,PI,Acauã,city,42,0,132,False,7084,7102,2200053,591.38271,0.0000
2020-10-12,PI,Acauã,city,41,0,131,False,7084,7102,2200053,577.30217,0.0000
2020-10-11,PI,Acauã,city,41,0,130,False,7084,7102,2200053,577.30217,0.0000
2020-10-10,PI,Acauã,city,41,0,129,False,7084,7102,2200053,577.30217,0.0000
2020-10-09,PI,Acauã,city,41,0,128,False,7084,7102,2200053,577.30217,0.0000
2020-10-08,PI,Acauã,city,41,0,127,False,7084,7102,2200053,577.30217,0.0000
2020-10-07,PI,Acauã,city,41,0,126,False,7084,7102,2200053,577.30217,0.0000
2020-10-06,PI,Acauã,city,41,0,125,False,7084,7102,2200053,577.30217,0.0000
2020-10-05,PI,Acauã,city,40,0,124,False,7084,7102,2200053,563.22163,0.0000
2020-10-04,PI,Acauã,city,40,0,123,False,7084,7102,2200053,563.22163,0.0000
2020-10-03,PI,Acauã,city,40,0,122,False,7084,7102,2200053,563.22163,0.0000
2020-10-02,PI,Acauã,city,40,0,121,False,7084,7102,2200053,563.22163,0.0000
2020-10-01,PI,Acauã,city,40,0,120,False,7084,7102,2200053,563.22163,0.0000
2020-09-30,PI,Acauã,city,40,0,119,False,7084,7102,2200053,563.22163,0.0000
2020-09-29,PI,Acauã,city,40,0,118,False,7084,7102,2200053,563.22163,0.0000
2020-09-28,PI,Acauã,city,39,0,117,False,7084,7102,2200053,549.14109,0.0000
2020-09-27,PI,Acauã,city,39,0,116,False,7084,7102,2200053,549.14109,0.0000
2020-09-26,PI,Acauã,city,39,0,115,False,7084,7102,2200053,549.14109,0.0000
2020-09-25,PI,Acauã,city,39,0,114,False,7084,7102,2200053,549.14109,0.0000
2020-09-23,PI,Acauã,city,38,0,113,False,7084,7102,2200053,535.06055,0.0000
2020-09-22,PI,Acauã,city,38,0,112,False,7084,7102,2200053,535.06055,0.0000
2020-09-21,PI,Acauã,city,38,0,111,False,7084,7102,2200053,535.06055,0.0000
2020-09-20,PI,Acauã,city,38,0,110,False,7084,7102,2200053,535.06055,0.0000
2020-09-19,PI,Acauã,city,38,0,109,False,7084,7102,2200053,535.06055,0.0000
2020-09-18,PI,Acauã,city,38,0,108,False,7084,7102,2200053,535.06055,0.0000
2020-09-17,PI,Acauã,city,38,0,107,False,7084,7102,2200053,535.06055,0.0000
2020-09-16,PI,Acauã,city,38,0,106,False,7084,7102,2200053,535.06055,0.0000
2020-09-15,PI,Acauã,city,38,0,105,False,7084,7102,2200053,535.06055,0.0000
2020-09-14,PI,Acauã,city,38,0,104,False,7084,7102,2200053,535.06055,0.0000
2020-09-13,PI,Acauã,city,38,0,103,False,7084,7102,2200053,535.06055,0.0000
2020-09-12,PI,Acauã,city,38,0,102,False,7084,7102,2200053,535.06055,0.0000
2020-09-11,PI,Acauã,city,38,0,101,False,7084,7102,2200053,535.06055,0.0000
2020-09-10,PI,Acauã,city,38,0,100,False,7084,7102,2200053,535.06055,0.0000
2020-09-09,PI,Acauã,city,38,0,99,False,7084,7102,2200053,535.06055,0.0000
2020-09-08,PI,Acauã,city,35,0,98,False,7084,7102,2200053,492.81892,0.0000
2020-09-07,PI,Acauã,city,35,0,97,False,7084,7102,2200053,492.81892,0.0000
2020-09-06,PI,Acauã,city,35,0,96,False,7084,7102,2200053,492.81892,0.0000
2020-09-05,PI,Acauã,city,35,0,95,False,7084,7102,2200053,492.81892,0.0000
2020-09-04,PI,Acauã,city,35,0,94,False,7084,7102,2200053,492.81892,0.0000
2020-09-03,PI,Acauã,city,35,0,93,False,7084,7102,2200053,492.81892,0.0000
2020-09-02,PI,Acauã,city,35,0,92,False,7084,7102,2200053,492.81892,0.0000
2020-09-01,PI,Acauã,city,35,0,91,False,7084,7102,2200053,492.81892,0.0000
2020-08-31,PI,Acauã,city,35,0,90,False,7084,7102,2200053,492.81892,0.0000
2020-08-30,PI,Acauã,city,35,0,89,False,7084,7102,2200053,492.81892,0.0000
2020-08-29,PI,Acauã,city,35,0,88,False,7084,7102,2200053,492.81892,0.0000
2020-08-28,PI,Acauã,city,35,0,87,False,7084,7102,2200053,492.81892,0.0000
2020-08-27,PI,Acauã,city,35,0,86,False,7084,7102,2200053,492.81892,0.0000
2020-08-26,PI,Acauã,city,33,0,85,False,7084,7102,2200053,464.65784,0.0000
2020-08-25,PI,Acauã,city,32,0,84,False,7084,7102,2200053,450.57730,0.0000
2020-08-24,PI,Acauã,city,28,0,83,False,7084,7102,2200053,394.25514,0.0000
2020-08-23,PI,Acauã,city,27,0,82,False,7084,7102,2200053,380.17460,0.0000
2020-08-22,PI,Acauã,city,27,0,81,False,7084,7102,2200053,380.17460,0.0000
2020-08-21,PI,Acauã,city,27,0,80,False,7084,7102,2200053,380.17460,0.0000
2020-08-20,PI,Acauã,city,27,0,79,False,7084,7102,2200053,380.17460,0.0000
2020-08-19,PI,Acauã,city,27,0,78,False,7084,7102,2200053,380.17460,0.0000
2020-08-18,PI,Acauã,city,25,0,77,False,7084,7102,2200053,352.01352,0.0000
2020-08-17,PI,Acauã,city,24,0,76,False,7084,7102,2200053,337.93298,0.0000
2020-08-16,PI,Acauã,city,24,0,75,False,7084,7102,2200053,337.93298,0.0000
2020-08-15,PI,Acauã,city,24,0,74,False,7084,7102,2200053,337.93298,0.0000
2020-08-14,PI,Acauã,city,24,0,73,False,7084,7102,2200053,337.93298,0.0000
2020-08-13,PI,Acauã,city,23,0,72,False,7084,7102,2200053,323.85244,0.0000
2020-08-12,PI,Acauã,city,23,0,71,False,7084,7102,2200053,323.85244,0.0000
2020-08-11,PI,Acauã,city,23,0,70,False,7084,7102,2200053,323.85244,0.0000
2020-08-10,PI,Acauã,city,23,0,69,False,7084,7102,2200053,323.85244,0.0000
2020-08-09,PI,Acauã,city,23,0,68,False,7084,7102,2200053,323.85244,0.0000
2020-08-08,PI,Acauã,city,23,0,67,False,7084,7102,2200053,323.85244,0.0000
2020-08-07,PI,Acauã,city,23,0,66,False,7084,7102,2200053,323.85244,0.0000
2020-08-06,PI,Acauã,city,23,0,65,False,7084,7102,2200053,323.85244,0.0000
2020-08-05,PI,Acauã,city,22,0,64,False,7084,7102,2200053,309.77190,0.0000
2020-08-04,PI,Acauã,city,22,0,63,False,7084,7102,2200053,309.77190,0.0000
2020-08-03,PI,Acauã,city,20,0,62,False,7084,7102,2200053,281.61081,0.0000
2020-08-02,PI,Acauã,city,20,0,61,False,7084,7102,2200053,281.61081,0.0000
2020-08-01,PI,Acauã,city,20,0,60,False,7084,7102,2200053,281.61081,0.0000
2020-07-31,PI,Acauã,city,20,0,59,False,7084,7102,2200053,281.61081,0.0000
2020-07-30,PI,Acauã,city,20,0,58,False,7084,7102,2200053,281.61081,0.0000
2020-07-29,PI,Acauã,city,20,0,57,False,7084,7102,2200053,281.61081,0.0000
2020-07-28,PI,Acauã,city,19,0,56,False,7084,7102,2200053,267.53027,0.0000
2020-07-27,PI,Acauã,city,19,0,55,False,7084,7102,2200053,267.53027,0.0000
2020-07-26,PI,Acauã,city,19,0,54,False,7084,7102,2200053,267.53027,0.0000
2020-07-25,PI,Acauã,city,19,0,53,False,7084,7102,2200053,267.53027,0.0000
2020-07-24,PI,Acauã,city,19,0,52,False,7084,7102,2200053,267.53027,0.0000
2020-07-23,PI,Acauã,city,19,0,51,False,7084,7102,2200053,267.53027,0.0000
2020-07-22,PI,Acauã,city,19,0,50,False,7084,7102,2200053,267.53027,0.0000
2020-07-21,PI,Acauã,city,16,0,49,False,7084,7102,2200053,225.28865,0.0000
2020-07-20,PI,Acauã,city,16,0,48,False,7084,7102,2200053,225.28865,0.0000
2020-07-19,PI,Acauã,city,16,0,47,False,7084,7102,2200053,225.28865,0.0000
2020-07-18,PI,Acauã,city,16,0,46,False,7084,7102,2200053,225.28865,0.0000
2020-07-17,PI,Acauã,city,16,0,45,False,7084,7102,2200053,225.28865,0.0000
