date,region,city,place_type,iso,cases,deaths,hospitalized,critical
2020-03-12,Ceuta,,autonomous_community,CE,,0,0,0
2020-03-11,Ceuta,,autonomous_community,CE,,0,0,0
2020-03-10,Ceuta,,autonomous_community,CE,,0,0,0
2020-03-09,Ceuta,,autonomous_community,CE,,0,,0
2020-03-08,Ceuta,,autonomous_community,CE,,0,,0
2020-03-07,Ceuta,,autonomous_community,CE,,,,
2020-03-06,Ceuta,,autonomous_community,CE,,,,
2020-03-05,Ceuta,,autonomous_community,CE,,,,
2020-03-04,Ceuta,,autonomous_community,CE,,,,
2020-03-03,Ceuta,,autonomous_community,CE,,,,
2020-03-02,Ceuta,,autonomous_community,CE,,,,
2020-03-01,Ceuta,,autonomous_community,CE,,,,
2020-02-29,Ceuta,,autonomous_community,CE,,,,
2020-02-28,Ceuta,,autonomous_community,CE,,,,
2020-02-27,Ceuta,,autonomous_community,CE,,,,
2020-02-26,Ceuta,,autonomous_community,CE,,,,
2020-02-25,Ceuta,,autonomous_community,CE,,,,
2020-02-24,Ceuta,,autonomous_community,CE,,,,
2020-02-23,Ceuta,,autonomous_community,CE,,,,
2020-02-22,Ceuta,,autonomous_community,CE,,,,
2020-02-21,Ceuta,,autonomous_community,CE,,,,
2020-02-20,Ceuta,,autonomous_community,CE,,,,
