date,region,city,place_type,iso,cases,deaths,hospitalized,critical
2020-05-20,Aragón,,autonomous_community,AR,7339,848,2442,256
2020-05-19,Aragón,,autonomous_community,AR,7302,847,2434,255
2020-05-18,Aragón,,autonomous_community,AR,7271,843,2667,255
2020-05-17,Aragón,,autonomous_community,AR,7201,838,2659,255
2020-05-16,Aragón,,autonomous_community,AR,7177,838,2655,255
2020-05-15,Aragón,,autonomous_community,AR,7125,838,2648,255
2020-05-14,Aragón,,autonomous_community,AR,7015,837,2637,255
2020-05-13,Aragón,,autonomous_community,AR,6943,836,2625,255
2020-05-12,Aragón,,autonomous_community,AR,6856,829,2614,255
2020-05-11,Aragón,,autonomous_community,AR,6797,828,2606,255
2020-05-10,Aragón,,autonomous_community,AR,6731,825,2595,255
2020-05-09,Aragón,,autonomous_community,AR,6702,824,2588,255
2020-05-08,Aragón,,autonomous_community,AR,6656,823,2583,255
2020-05-07,Aragón,,autonomous_community,AR,6575,815,2578,255
2020-05-06,Aragón,,autonomous_community,AR,6516,800,2564,255
2020-05-05,Aragón,,autonomous_community,AR,6382,788,2552,253
2020-05-04,Aragón,,autonomous_community,AR,6282,770,2539,253
2020-05-03,Aragón,,autonomous_community,AR,6239,762,2526,253
2020-05-02,Aragón,,autonomous_community,AR,6208,761,2519,253
2020-05-01,Aragón,,autonomous_community,AR,6164,761,2503,253
2020-04-30,Aragón,,autonomous_community,AR,6103,749,2494,253
2020-04-29,Aragón,,autonomous_community,AR,5971,739,2477,252
2020-04-28,Aragón,,autonomous_community,AR,5652,736,2454,252
2020-04-27,Aragón,,autonomous_community,AR,5557,735,2425,252
2020-04-26,Aragón,,autonomous_community,AR,5504,726,2403,251
2020-04-25,Aragón,,autonomous_community,AR,5456,712,2395,251
2020-04-24,Aragón,,autonomous_community,AR,5382,709,2372,249
2020-04-23,Aragón,,autonomous_community,AR,5295,695,2359,248
2020-04-22,Aragón,,autonomous_community,AR,5237,681,2340,247
2020-04-21,Aragón,,autonomous_community,AR,5054,656,2304,246
2020-04-20,Aragón,,autonomous_community,AR,4938,643,2271,244
2020-04-19,Aragón,,autonomous_community,AR,4886,637,2244,242
2020-04-18,Aragón,,autonomous_community,AR,4831,619,2216,240
2020-04-17,Aragón,,autonomous_community,AR,4761,601,2180,237
2020-04-16,Aragón,,autonomous_community,AR,4664,562,2151,235
2020-04-15,Aragón,,autonomous_community,AR,4566,543,2108,235
2020-04-14,Aragón,,autonomous_community,AR,4450,514,2006,231
2020-04-13,Aragón,,autonomous_community,AR,4332,492,1966,229
2020-04-12,Aragón,,autonomous_community,AR,4248,464,1938,223
2020-04-11,Aragón,,autonomous_community,AR,4125,450,1901,221
2020-04-10,Aragón,,autonomous_community,AR,3998,425,1860,215
2020-04-09,Aragón,,autonomous_community,AR,,409,1822,212
2020-04-08,Aragón,,autonomous_community,AR,,385,1765,210
2020-04-07,Aragón,,autonomous_community,AR,,349,1716,204
2020-04-06,Aragón,,autonomous_community,AR,,312,1663,196
2020-04-05,Aragón,,autonomous_community,AR,,284,1637,186
2020-04-04,Aragón,,autonomous_community,AR,,270,1588,182
2020-04-03,Aragón,,autonomous_community,AR,,251,1505,182
2020-04-02,Aragón,,autonomous_community,AR,,224,1431,172
2020-04-01,Aragón,,autonomous_community,AR,,200,1320,170
2020-03-31,Aragón,,autonomous_community,AR,,169,1234,160
2020-03-30,Aragón,,autonomous_community,AR,,138,1176,157
2020-03-29,Aragón,,autonomous_community,AR,,106,1094,148
2020-03-28,Aragón,,autonomous_community,AR,,104,835,145
2020-03-27,Aragón,,autonomous_community,AR,,93,835,124
2020-03-26,Aragón,,autonomous_community,AR,,58,693,114
2020-03-25,Aragón,,autonomous_community,AR,,48,562,93
2020-03-24,Aragón,,autonomous_community,AR,,40,459,75
2020-03-23,Aragón,,autonomous_community,AR,,37,384,66
2020-03-22,Aragón,,autonomous_community,AR,,32,298,52
2020-03-21,Aragón,,autonomous_community,AR,,24,241,45
2020-03-20,Aragón,,autonomous_community,AR,,22,192,33
2020-03-19,Aragón,,autonomous_community,AR,,17,127,28
2020-03-18,Aragón,,autonomous_community,AR,,15,101,14
