date,region,city,place_type,iso,cases,deaths,hospitalized,critical
2020-04-21,Cantabria,,autonomous_community,CB,2160,167,956,78
2020-04-20,Cantabria,,autonomous_community,CB,2108,165,948,78
2020-04-19,Cantabria,,autonomous_community,CB,2083,158,934,78
2020-04-18,Cantabria,,autonomous_community,CB,2050,153,924,78
2020-04-17,Cantabria,,autonomous_community,CB,,149,911,78
2020-04-16,Cantabria,,autonomous_community,CB,,144,903,78
2020-04-15,Cantabria,,autonomous_community,CB,,137,890,77
2020-04-14,Cantabria,,autonomous_community,CB,,132,873,76
2020-04-13,Cantabria,,autonomous_community,CB,,120,853,76
2020-04-12,Cantabria,,autonomous_community,CB,,117,827,75
2020-04-11,Cantabria,,autonomous_community,CB,,110,805,75
2020-04-10,Cantabria,,autonomous_community,CB,,107,773,75
2020-04-09,Cantabria,,autonomous_community,CB,,102,747,73
2020-04-08,Cantabria,,autonomous_community,CB,,98,720,71
2020-04-07,Cantabria,,autonomous_community,CB,,92,700,69
2020-04-06,Cantabria,,autonomous_community,CB,,85,677,66
2020-04-05,Cantabria,,autonomous_community,CB,,77,658,65
2020-04-04,Cantabria,,autonomous_community,CB,,68,639,62
2020-04-03,Cantabria,,autonomous_community,CB,,68,619,60
2020-04-02,Cantabria,,autonomous_community,CB,,64,592,59
2020-04-01,Cantabria,,autonomous_community,CB,,60,567,57
2020-03-31,Cantabria,,autonomous_community,CB,,54,543,54
2020-03-30,Cantabria,,autonomous_community,CB,,37,522,50
2020-03-29,Cantabria,,autonomous_community,CB,,27,481,46
2020-03-28,Cantabria,,autonomous_community,CB,,26,449,40
2020-03-27,Cantabria,,autonomous_community,CB,,22,406,37
2020-03-26,Cantabria,,autonomous_community,CB,,21,355,29
2020-03-25,Cantabria,,autonomous_community,CB,,17,300,26
2020-03-24,Cantabria,,autonomous_community,CB,,14,241,18
2020-03-23,Cantabria,,autonomous_community,CB,,9,200,16
2020-03-22,Cantabria,,autonomous_community,CB,,6,157,14
2020-03-21,Cantabria,,autonomous_community,CB,,5,116,9
2020-03-20,Cantabria,,autonomous_community,CB,,2,92,9
2020-03-19,Cantabria,,autonomous_community,CB,,1,61,7
2020-03-18,Cantabria,,autonomous_community,CB,,1,40,4
2020-03-17,Cantabria,,autonomous_community,CB,,1,25,3
2020-03-16,Cantabria,,autonomous_community,CB,,0,18,2
2020-03-15,Cantabria,,autonomous_community,CB,,0,18,2
2020-03-14,Cantabria,,autonomous_community,CB,,0,3,0
2020-03-13,Cantabria,,autonomous_community,CB,,0,3,0
2020-03-12,Cantabria,,autonomous_community,CB,,0,3,0
2020-03-11,Cantabria,,autonomous_community,CB,,0,3,0
2020-03-10,Cantabria,,autonomous_community,CB,,0,0,0
2020-03-09,Cantabria,,autonomous_community,CB,,0,,0
2020-03-08,Cantabria,,autonomous_community,CB,,0,,0
2020-03-07,Cantabria,,autonomous_community,CB,,,,
2020-03-06,Cantabria,,autonomous_community,CB,,,,
2020-03-05,Cantabria,,autonomous_community,CB,,,,
2020-03-04,Cantabria,,autonomous_community,CB,,,,
2020-03-03,Cantabria,,autonomous_community,CB,,,,
2020-03-02,Cantabria,,autonomous_community,CB,,,,
2020-03-01,Cantabria,,autonomous_community,CB,,,,
2020-02-29,Cantabria,,autonomous_community,CB,,,,
2020-02-28,Cantabria,,autonomous_community,CB,,,,
2020-02-27,Cantabria,,autonomous_community,CB,,,,
2020-02-26,Cantabria,,autonomous_community,CB,,,,
2020-02-25,Cantabria,,autonomous_community,CB,,,,
2020-02-24,Cantabria,,autonomous_community,CB,,,,
2020-02-23,Cantabria,,autonomous_community,CB,,,,
2020-02-22,Cantabria,,autonomous_community,CB,,,,
2020-02-21,Cantabria,,autonomous_community,CB,,,,
2020-02-20,Cantabria,,autonomous_community,CB,,,,
