date,region,city,place_type,iso,cases,deaths,hospitalized,critical
2020-05-20,Cantabria,,autonomous_community,CB,2798,209,1036,79
2020-05-19,Cantabria,,autonomous_community,CB,2787,209,1036,79
2020-05-18,Cantabria,,autonomous_community,CB,2782,208,1035,79
2020-05-17,Cantabria,,autonomous_community,CB,2774,207,1035,79
2020-05-16,Cantabria,,autonomous_community,CB,2773,207,1033,79
2020-05-15,Cantabria,,autonomous_community,CB,2770,206,1032,79
2020-05-14,Cantabria,,autonomous_community,CB,2761,206,1031,79
2020-05-13,Cantabria,,autonomous_community,CB,2739,205,1030,79
2020-05-12,Cantabria,,autonomous_community,CB,2733,205,1029,79
2020-05-11,Cantabria,,autonomous_community,CB,2691,203,1027,79
2020-05-10,Cantabria,,autonomous_community,CB,2685,201,1027,79
2020-05-09,Cantabria,,autonomous_community,CB,2684,201,1027,79
2020-05-08,Cantabria,,autonomous_community,CB,2681,201,1023,79
2020-05-07,Cantabria,,autonomous_community,CB,2665,201,1022,79
2020-05-06,Cantabria,,autonomous_community,CB,2642,200,1020,79
2020-05-05,Cantabria,,autonomous_community,CB,2626,199,1018,79
2020-05-04,Cantabria,,autonomous_community,CB,2607,198,1015,79
2020-05-03,Cantabria,,autonomous_community,CB,2596,197,1011,79
2020-05-02,Cantabria,,autonomous_community,CB,2589,195,1010,79
2020-05-01,Cantabria,,autonomous_community,CB,2577,193,1009,79
2020-04-30,Cantabria,,autonomous_community,CB,2547,192,1009,79
2020-04-29,Cantabria,,autonomous_community,CB,2505,191,1007,79
2020-04-28,Cantabria,,autonomous_community,CB,2439,191,1006,79
2020-04-27,Cantabria,,autonomous_community,CB,2386,188,1000,78
2020-04-26,Cantabria,,autonomous_community,CB,2350,186,995,78
2020-04-25,Cantabria,,autonomous_community,CB,2330,183,991,78
2020-04-24,Cantabria,,autonomous_community,CB,2315,182,982,78
2020-04-23,Cantabria,,autonomous_community,CB,2273,178,978,78
2020-04-22,Cantabria,,autonomous_community,CB,2206,173,965,78
