date,region,city,place_type,iso,cases,deaths,hospitalized,critical
2020-05-20,Melilla,,autonomous_community,ML,134,2,44,3
2020-05-19,Melilla,,autonomous_community,ML,134,2,44,3
2020-05-18,Melilla,,autonomous_community,ML,134,2,44,3
2020-05-17,Melilla,,autonomous_community,ML,134,2,44,3
2020-05-16,Melilla,,autonomous_community,ML,134,2,44,3
2020-05-15,Melilla,,autonomous_community,ML,132,2,44,3
2020-05-14,Melilla,,autonomous_community,ML,132,2,44,3
2020-05-13,Melilla,,autonomous_community,ML,132,2,44,3
2020-05-12,Melilla,,autonomous_community,ML,132,2,44,3
2020-05-11,Melilla,,autonomous_community,ML,132,2,44,3
2020-05-10,Melilla,,autonomous_community,ML,132,2,44,3
2020-05-09,Melilla,,autonomous_community,ML,132,2,44,3
2020-05-08,Melilla,,autonomous_community,ML,132,2,44,3
2020-05-07,Melilla,,autonomous_community,ML,132,2,44,3
2020-05-06,Melilla,,autonomous_community,ML,132,2,44,3
2020-05-05,Melilla,,autonomous_community,ML,131,2,44,3
2020-05-04,Melilla,,autonomous_community,ML,131,2,44,3
2020-05-03,Melilla,,autonomous_community,ML,131,2,44,3
2020-05-02,Melilla,,autonomous_community,ML,129,2,44,3
2020-05-01,Melilla,,autonomous_community,ML,126,2,44,3
2020-04-30,Melilla,,autonomous_community,ML,126,2,44,3
2020-04-29,Melilla,,autonomous_community,ML,125,2,44,3
2020-04-28,Melilla,,autonomous_community,ML,125,2,44,3
2020-04-27,Melilla,,autonomous_community,ML,125,2,44,3
2020-04-26,Melilla,,autonomous_community,ML,121,2,44,3
2020-04-25,Melilla,,autonomous_community,ML,121,2,44,3
2020-04-24,Melilla,,autonomous_community,ML,118,2,44,3
2020-04-23,Melilla,,autonomous_community,ML,116,2,44,3
2020-04-22,Melilla,,autonomous_community,ML,113,2,44,3
2020-04-21,Melilla,,autonomous_community,ML,111,2,44,3
2020-04-20,Melilla,,autonomous_community,ML,110,2,44,3
2020-04-19,Melilla,,autonomous_community,ML,109,2,44,3
2020-04-18,Melilla,,autonomous_community,ML,107,2,44,3
2020-04-17,Melilla,,autonomous_community,ML,104,2,44,3
2020-04-16,Melilla,,autonomous_community,ML,,2,44,3
2020-04-15,Melilla,,autonomous_community,ML,103,2,43,3
2020-04-14,Melilla,,autonomous_community,ML,,2,43,3
2020-04-13,Melilla,,autonomous_community,ML,,2,43,3
2020-04-12,Melilla,,autonomous_community,ML,,2,43,3
2020-04-11,Melilla,,autonomous_community,ML,,2,43,3
2020-04-10,Melilla,,autonomous_community,ML,,2,43,3
2020-04-09,Melilla,,autonomous_community,ML,,2,41,3
2020-04-08,Melilla,,autonomous_community,ML,,2,40,3
2020-04-07,Melilla,,autonomous_community,ML,,2,40,3
2020-04-06,Melilla,,autonomous_community,ML,,2,40,3
2020-04-05,Melilla,,autonomous_community,ML,,2,38,3
2020-04-04,Melilla,,autonomous_community,ML,,2,38,3
2020-04-03,Melilla,,autonomous_community,ML,,2,37,3
2020-04-02,Melilla,,autonomous_community,ML,,2,34,3
2020-04-01,Melilla,,autonomous_community,ML,,1,32,3
2020-03-31,Melilla,,autonomous_community,ML,,1,32,3
2020-03-30,Melilla,,autonomous_community,ML,,1,27,3
2020-03-29,Melilla,,autonomous_community,ML,,1,27,3
2020-03-28,Melilla,,autonomous_community,ML,,1,24,2
2020-03-27,Melilla,,autonomous_community,ML,,1,22,2
2020-03-26,Melilla,,autonomous_community,ML,,1,18,2
2020-03-25,Melilla,,autonomous_community,ML,,1,16,2
2020-03-24,Melilla,,autonomous_community,ML,,0,14,2
2020-03-23,Melilla,,autonomous_community,ML,,0,12,1
2020-03-22,Melilla,,autonomous_community,ML,,0,12,1
2020-03-21,Melilla,,autonomous_community,ML,,0,12,1
2020-03-20,Melilla,,autonomous_community,ML,,0,8,1
2020-03-19,Melilla,,autonomous_community,ML,,0,5,1
2020-03-18,Melilla,,autonomous_community,ML,,0,4,0
2020-03-17,Melilla,,autonomous_community,ML,,0,4,0
2020-03-16,Melilla,,autonomous_community,ML,,0,4,0
2020-03-15,Melilla,,autonomous_community,ML,,0,4,0
2020-03-14,Melilla,,autonomous_community,ML,,0,4,0
2020-03-13,Melilla,,autonomous_community,ML,,0,3,0
2020-03-12,Melilla,,autonomous_community,ML,,0,3,0
2020-03-11,Melilla,,autonomous_community,ML,,0,0,0
2020-03-10,Melilla,,autonomous_community,ML,,0,0,0
2020-03-09,Melilla,,autonomous_community,ML,,0,,0
2020-03-08,Melilla,,autonomous_community,ML,,0,,0
2020-03-07,Melilla,,autonomous_community,ML,,,,
2020-03-06,Melilla,,autonomous_community,ML,,,,
2020-03-05,Melilla,,autonomous_community,ML,,,,
2020-03-04,Melilla,,autonomous_community,ML,,,,
2020-03-03,Melilla,,autonomous_community,ML,,,,
2020-03-02,Melilla,,autonomous_community,ML,,,,
2020-03-01,Melilla,,autonomous_community,ML,,,,
2020-02-29,Melilla,,autonomous_community,ML,,,,
2020-02-28,Melilla,,autonomous_community,ML,,,,
2020-02-27,Melilla,,autonomous_community,ML,,,,
2020-02-26,Melilla,,autonomous_community,ML,,,,
2020-02-25,Melilla,,autonomous_community,ML,,,,
2020-02-24,Melilla,,autonomous_community,ML,,,,
2020-02-23,Melilla,,autonomous_community,ML,,,,
2020-02-22,Melilla,,autonomous_community,ML,,,,
2020-02-21,Melilla,,autonomous_community,ML,,,,
2020-02-20,Melilla,,autonomous_community,ML,,,,
