date,region,city,place_type,iso,cases,deaths,hospitalized,critical
2020-05-20,Principado de Asturias,,autonomous_community,AS,3359,307,1089,121
2020-05-19,Principado de Asturias,,autonomous_community,AS,3359,304,1089,121
2020-05-18,Principado de Asturias,,autonomous_community,AS,3358,303,1088,121
2020-05-17,Principado de Asturias,,autonomous_community,AS,3355,301,1088,121
2020-05-16,Principado de Asturias,,autonomous_community,AS,3344,299,1087,121
2020-05-15,Principado de Asturias,,autonomous_community,AS,3327,299,1087,121
2020-05-14,Principado de Asturias,,autonomous_community,AS,3300,298,1087,121
2020-05-13,Principado de Asturias,,autonomous_community,AS,3267,293,1084,121
2020-05-12,Principado de Asturias,,autonomous_community,AS,3252,292,1080,121
2020-05-11,Principado de Asturias,,autonomous_community,AS,3227,290,1080,121
2020-05-10,Principado de Asturias,,autonomous_community,AS,3216,288,1080,121
2020-05-09,Principado de Asturias,,autonomous_community,AS,3200,283,1080,121
2020-05-08,Principado de Asturias,,autonomous_community,AS,3185,280,1077,121
2020-05-07,Principado de Asturias,,autonomous_community,AS,3159,280,1076,121
2020-05-06,Principado de Asturias,,autonomous_community,AS,3103,279,1072,121
2020-05-05,Principado de Asturias,,autonomous_community,AS,3090,278,1068,120
2020-05-04,Principado de Asturias,,autonomous_community,AS,3059,275,1061,120
2020-05-03,Principado de Asturias,,autonomous_community,AS,3031,274,1057,120
2020-05-02,Principado de Asturias,,autonomous_community,AS,3019,270,1055,120
2020-05-01,Principado de Asturias,,autonomous_community,AS,2997,270,1052,120
2020-04-30,Principado de Asturias,,autonomous_community,AS,2973,264,1048,118
2020-04-29,Principado de Asturias,,autonomous_community,AS,2922,263,1047,117
2020-04-28,Principado de Asturias,,autonomous_community,AS,2871,259,1041,117
2020-04-27,Principado de Asturias,,autonomous_community,AS,2806,252,1035,117
2020-04-26,Principado de Asturias,,autonomous_community,AS,2735,248,1028,117
2020-04-25,Principado de Asturias,,autonomous_community,AS,2702,243,1022,117
2020-04-24,Principado de Asturias,,autonomous_community,AS,2642,235,1020,117
2020-04-23,Principado de Asturias,,autonomous_community,AS,2599,228,1012,117
2020-04-22,Principado de Asturias,,autonomous_community,AS,2559,222,1009,116
2020-04-21,Principado de Asturias,,autonomous_community,AS,2507,211,1007,116
2020-04-20,Principado de Asturias,,autonomous_community,AS,2449,203,999,116
2020-04-19,Principado de Asturias,,autonomous_community,AS,2407,199,993,115
2020-04-18,Principado de Asturias,,autonomous_community,AS,2391,197,988,114
2020-04-17,Principado de Asturias,,autonomous_community,AS,2366,190,980,113
2020-04-16,Principado de Asturias,,autonomous_community,AS,2319,186,966,113
2020-04-15,Principado de Asturias,,autonomous_community,AS,2247,176,927,112
2020-04-14,Principado de Asturias,,autonomous_community,AS,2194,172,914,111
2020-04-13,Principado de Asturias,,autonomous_community,AS,2119,165,902,109
